,Unnamed: 0,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Images
518,518,416.0,Jeremiah Robinson-Earl,25.0,DAL,PF,5.0,0.0,12.2,1.6,3.4,0.471,0.4,1.6,0.25,1.2,1.8,0.667,0.529,0.8,0.8,1.0,0.8,2.2,3.0,0.6,0.4,0.0,0.4,0.6,4.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630526.png
519,519,417.0,PJ Hall,23.0,2TM,C,19.0,2.0,11.3,1.6,3.1,0.508,0.2,0.3,0.6,1.4,2.8,0.5,0.534,1.2,1.5,0.793,1.7,2.2,3.9,0.5,0.2,0.5,0.8,1.2,4.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641790.png
520,520,417.0,PJ Hall,23.0,MEM,C,7.0,0.0,3.9,0.7,1.3,0.556,0.1,0.4,0.333,0.6,0.9,0.667,0.611,0.3,0.4,0.667,0.4,0.9,1.3,0.3,0.0,0.3,0.1,0.4,1.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641790.png
521,521,417.0,PJ Hall,23.0,CHO,C,12.0,2.0,15.6,2.1,4.2,0.5,0.2,0.2,1.0,1.9,4.0,0.479,0.52,1.8,2.2,0.808,2.5,3.0,5.5,0.7,0.3,0.7,1.3,1.6,6.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641790.png
522,522,418.0,Moussa Cisse,23.0,DAL,C,38.0,1.0,13.9,1.7,3.0,0.574,0.0,0.0,,1.7,3.0,0.574,0.574,1.0,2.1,0.469,2.3,3.3,5.7,0.2,0.5,1.2,0.8,1.9,4.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630619.png
523,523,419.0,Mike Conley,38.0,MIN,PG,54.0,15.0,18.4,1.3,4.0,0.335,1.0,3.1,0.337,0.3,0.9,0.327,0.465,0.8,0.9,0.9,0.3,1.4,1.7,2.9,0.6,0.3,0.6,1.6,4.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/201144.png
524,524,420.0,Josh Okogie,27.0,HOU,SG,78.0,32.0,17.4,1.6,3.8,0.425,0.8,2.1,0.385,0.8,1.7,0.474,0.531,0.5,0.9,0.594,1.0,1.5,2.6,0.9,0.8,0.2,0.5,1.4,4.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629006.png
525,525,421.0,Taelon Peter,23.0,IND,SG,38.0,0.0,12.9,1.6,4.2,0.38,1.1,3.3,0.328,0.5,0.9,0.576,0.509,0.3,0.4,0.625,0.3,1.3,1.6,1.1,0.7,0.1,0.7,1.0,4.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1643007.png
526,526,422.0,Craig Porter Jr.,25.0,CLE,PG,64.0,3.0,17.9,1.8,4.0,0.45,0.5,1.5,0.355,1.3,2.6,0.503,0.514,0.4,0.6,0.6,1.3,2.1,3.4,3.2,0.9,0.6,0.9,1.1,4.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641854.png
527,527,423.0,John Konchar,29.0,2TM,SG,56.0,8.0,19.9,1.7,3.6,0.472,0.5,1.8,0.283,1.2,1.8,0.66,0.543,0.6,0.8,0.727,1.3,3.0,4.3,2.1,1.5,0.7,0.6,1.4,4.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629723.png
528,528,423.0,John Konchar,29.0,MEM,SG,30.0,1.0,14.5,1.2,2.4,0.521,0.4,1.3,0.333,0.8,1.1,0.75,0.613,0.3,0.4,0.615,0.7,2.4,3.1,1.3,1.0,0.4,0.5,1.0,3.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629723.png
529,529,423.0,John Konchar,29.0,UTA,SG,26.0,7.0,26.2,2.2,4.9,0.445,0.6,2.3,0.25,1.6,2.6,0.618,0.504,0.9,1.2,0.774,2.1,3.6,5.7,3.0,2.0,1.0,0.8,1.9,5.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629723.png
530,530,424.0,RayJ Dennis,24.0,3TM,PG,17.0,0.0,12.1,1.5,4.9,0.313,0.8,2.6,0.311,0.7,2.2,0.316,0.398,0.5,0.5,0.889,0.5,1.1,1.5,1.9,0.2,0.2,1.0,1.2,4.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642484.png
531,531,424.0,RayJ Dennis,24.0,IND,PG,13.0,0.0,12.9,1.7,5.5,0.306,0.9,2.9,0.316,0.8,2.6,0.294,0.389,0.6,0.7,0.889,0.6,1.0,1.6,2.0,0.2,0.3,1.1,1.2,4.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642484.png
532,532,424.0,RayJ Dennis,24.0,LAC,PG,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642484.png
533,533,424.0,RayJ Dennis,24.0,ATL,PG,3.0,0.0,11.3,1.3,3.7,0.364,0.7,2.3,0.286,0.7,1.3,0.5,0.455,0.0,0.0,,0.0,1.0,1.0,2.3,0.3,0.0,0.7,1.7,3.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642484.png
534,534,425.0,Gabe Vincent,29.0,2TM,PG,53.0,7.0,16.6,1.4,4.1,0.352,1.1,3.3,0.341,0.3,0.8,0.395,0.488,0.4,0.4,0.87,0.3,0.7,1.0,1.4,0.5,0.1,0.5,1.5,4.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629216.png
535,535,425.0,Gabe Vincent,29.0,LAL,PG,29.0,7.0,19.3,1.6,4.5,0.346,1.3,3.6,0.369,0.2,0.9,0.259,0.492,0.3,0.4,0.909,0.2,0.7,0.9,1.3,0.5,0.0,0.4,1.8,4.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629216.png
536,536,425.0,Gabe Vincent,29.0,ATL,PG,24.0,0.0,13.3,1.3,3.6,0.36,0.9,2.9,0.3,0.4,0.7,0.625,0.483,0.4,0.5,0.833,0.4,0.7,1.1,1.6,0.5,0.1,0.6,1.1,3.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629216.png
537,537,426.0,Mouhamed Gueye,23.0,ATL,PF,77.0,8.0,15.3,1.7,3.8,0.452,0.5,1.7,0.308,1.2,2.1,0.569,0.521,0.5,0.8,0.645,1.2,2.4,3.6,0.9,0.8,0.5,0.4,1.6,4.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631243.png
538,538,427.0,Kam Jones,23.0,IND,SG,37.0,7.0,16.6,1.8,4.6,0.402,0.6,2.0,0.293,1.2,2.5,0.489,0.467,0.1,0.2,0.5,0.4,1.2,1.6,3.2,0.5,0.0,1.0,1.1,4.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642880.png
539,539,428.0,DeAndre Jordan,37.0,NOP,C,12.0,7.0,16.6,1.8,2.7,0.656,0.0,0.0,,1.8,2.7,0.656,0.656,0.9,1.4,0.647,2.2,4.2,6.3,0.9,0.3,0.8,0.8,1.3,4.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/201599.png
540,540,429.0,Tyler Kolek,24.0,NYK,PG,62.0,1.0,11.7,1.7,4.0,0.435,0.7,1.8,0.386,1.0,2.2,0.478,0.524,0.2,0.3,0.7,0.3,1.3,1.6,2.7,0.4,0.1,0.9,1.0,4.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642278.png
541,541,430.0,Jase Richardson,20.0,ORL,SG,54.0,0.0,10.9,1.6,3.5,0.473,0.5,1.5,0.354,1.1,2.0,0.56,0.548,0.6,0.9,0.717,0.4,0.8,1.2,1.1,0.4,0.0,0.5,1.0,4.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642859.png
542,542,431.0,Jarred Vanderbilt,26.0,LAL,PF,65.0,3.0,17.4,1.7,3.7,0.471,0.4,1.5,0.293,1.3,2.2,0.596,0.531,0.5,0.9,0.589,1.2,3.3,4.5,1.3,0.8,0.3,0.9,1.6,4.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629020.png
543,543,432.0,Keshon Gilbert,22.0,2TM,SG,4.0,0.0,18.5,1.3,3.0,0.417,0.0,0.8,0.0,1.3,2.3,0.556,0.417,1.8,1.8,1.0,0.5,0.8,1.3,3.0,0.8,1.0,2.0,1.3,4.3,,
544,544,432.0,Keshon Gilbert,22.0,WAS,PG,3.0,0.0,16.0,0.3,1.3,0.25,0.0,0.7,0.0,0.3,0.7,0.5,0.25,1.3,1.3,1.0,0.7,1.0,1.7,1.0,0.7,1.3,2.0,1.0,2.0,,
545,545,432.0,Keshon Gilbert,22.0,ATL,SG,1.0,0.0,26.0,4.0,8.0,0.5,0.0,1.0,0.0,4.0,7.0,0.571,0.5,3.0,3.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,2.0,2.0,11.0,,
546,546,433.0,Rasheer Fleming,21.0,PHO,PF,55.0,1.0,12.2,1.6,3.9,0.405,0.8,2.4,0.346,0.8,1.5,0.494,0.509,0.3,0.6,0.559,1.0,1.2,2.3,0.3,0.4,0.4,0.5,1.2,4.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642853.png
547,547,434.0,Josh Green,25.0,CHO,SG,58.0,0.0,15.7,1.4,3.1,0.459,1.0,2.4,0.42,0.4,0.7,0.581,0.619,0.4,0.5,0.893,0.8,1.0,1.8,0.8,0.6,0.1,0.6,1.1,4.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630182.png
548,548,435.0,Keshad Johnson,24.0,MIA,SF,32.0,0.0,8.8,1.6,3.3,0.49,0.4,1.4,0.295,1.2,1.9,0.633,0.553,0.7,0.9,0.724,0.8,1.1,1.9,0.3,0.5,0.3,0.4,0.9,4.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642352.png
549,549,436.0,Yanic Konan Niederhäuser,22.0,LAC,C,41.0,0.0,10.3,1.6,2.4,0.64,0.0,0.1,0.2,1.5,2.3,0.663,0.645,1.1,1.5,0.758,0.9,2.0,2.9,0.3,0.1,0.7,0.6,1.6,4.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642949.png
550,550,437.0,Skal Labissière,29.0,WAS,PF,3.0,0.0,12.7,2.0,3.3,0.6,0.3,1.7,0.2,1.7,1.7,1.0,0.65,0.0,0.0,,1.0,2.0,3.0,1.0,0.7,0.3,0.3,1.0,4.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1627746.png
551,551,438.0,Dereck Lively II,21.0,DAL,C,7.0,4.0,16.4,1.6,2.6,0.611,0.0,0.0,,1.6,2.6,0.611,0.611,1.1,1.4,0.8,2.0,3.3,5.3,1.9,0.6,1.6,1.4,3.0,4.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641726.png
552,552,439.0,Liam McNeeley,20.0,CHO,SF,31.0,0.0,11.9,1.2,3.1,0.4,0.8,1.9,0.4,0.5,1.1,0.4,0.526,1.0,1.3,0.821,0.4,1.9,2.4,0.8,0.2,0.1,0.4,1.2,4.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642862.png
553,553,440.0,Grant Nelson,23.0,BRK,PF,4.0,0.0,8.8,1.3,2.3,0.556,0.0,0.0,,1.3,2.3,0.556,0.556,1.8,2.5,0.7,0.3,1.3,1.5,1.3,0.3,1.3,1.0,1.5,4.3,,
554,554,441.0,Micah Peavy,24.0,NOP,SG,61.0,4.0,15.0,1.7,4.5,0.385,0.5,1.8,0.259,1.3,2.7,0.467,0.436,0.4,0.5,0.759,0.8,1.2,1.9,1.0,0.7,0.1,0.3,1.6,4.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642877.png
555,555,442.0,Jabari Walker,23.0,PHI,PF,64.0,6.0,11.9,1.5,3.3,0.455,0.5,1.5,0.337,1.0,1.8,0.551,0.531,0.8,1.1,0.735,1.1,1.9,3.0,0.5,0.4,0.2,0.4,1.6,4.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631133.png
556,556,443.0,Carter Bryant,20.0,SAS,PF,71.0,0.0,11.5,1.5,3.7,0.408,0.7,2.2,0.335,0.8,1.5,0.509,0.506,0.4,0.6,0.714,0.5,2.0,2.5,0.7,0.2,0.3,0.5,1.3,4.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642868.png
557,557,444.0,Ron Harper Jr.,25.0,BOS,SF,29.0,3.0,11.0,1.6,3.8,0.418,1.0,2.8,0.35,0.6,1.0,0.6,0.545,0.1,0.1,0.75,0.5,1.1,1.7,0.8,0.3,0.3,0.3,0.7,4.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631199.png
558,558,445.0,Dalton Knecht,24.0,LAL,SF,54.0,1.0,10.2,1.6,3.5,0.455,0.7,2.1,0.342,0.9,1.5,0.613,0.555,0.3,0.4,0.727,0.3,1.1,1.4,0.4,0.2,0.2,0.4,0.8,4.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642261.png
559,559,446.0,A.J. Lawson,25.0,TOR,SG,24.0,0.0,9.4,1.4,3.3,0.436,0.8,1.9,0.422,0.6,1.4,0.455,0.558,0.6,0.8,0.778,0.4,1.4,1.8,0.3,0.5,0.2,0.3,1.1,4.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630639.png
560,560,447.0,Tristan Enaruna,24.0,CLE,SF,9.0,0.0,9.4,1.6,3.1,0.5,0.3,1.1,0.3,1.2,2.0,0.611,0.554,0.7,0.9,0.75,0.8,0.8,1.6,0.8,0.6,0.0,0.3,0.3,4.1,,
561,561,448.0,Nicolas Batum,37.0,LAC,PF,74.0,6.0,17.5,1.3,3.2,0.403,1.2,3.1,0.404,0.1,0.1,0.4,0.597,0.1,0.1,0.818,0.3,2.2,2.5,0.9,0.6,0.3,0.5,1.4,4.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/201587.png
562,562,449.0,Tony Bradley,28.0,2TM,C,41.0,4.0,11.0,1.6,2.9,0.547,0.0,0.1,0.5,1.5,2.8,0.549,0.556,0.8,1.0,0.744,1.5,1.4,2.8,0.5,0.1,0.2,0.4,1.5,4.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628396.png
563,563,449.0,Tony Bradley,28.0,IND,C,38.0,3.0,10.9,1.6,2.8,0.557,0.0,0.1,0.5,1.5,2.7,0.558,0.561,0.8,1.1,0.744,1.5,1.3,2.8,0.5,0.2,0.2,0.4,1.6,4.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628396.png
564,564,449.0,Tony Bradley,28.0,ATL,C,3.0,1.0,11.3,1.7,3.7,0.455,0.3,0.7,0.5,1.3,3.0,0.444,0.5,0.0,0.0,,1.3,1.7,3.0,0.7,0.0,0.0,0.3,0.7,3.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628396.png
565,565,450.0,Jaylen Clark,24.0,MIN,SG,68.0,1.0,13.1,1.5,3.4,0.434,0.5,1.5,0.327,1.0,1.9,0.52,0.507,0.6,1.0,0.657,0.8,1.0,1.8,0.6,0.7,0.1,0.3,1.3,4.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641740.png
566,566,451.0,Brandon Clarke,29.0,MEM,PF,2.0,2.0,10.0,1.5,4.5,0.333,0.0,0.0,,1.5,4.5,0.333,0.333,1.0,2.0,0.5,2.0,1.0,3.0,0.5,1.0,0.0,0.0,2.5,4.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629634.png
567,567,452.0,Riley Minix,25.0,2TM,SF,9.0,0.0,6.4,1.6,2.6,0.609,0.4,1.3,0.333,1.1,1.2,0.909,0.696,0.3,0.3,1.0,0.2,0.4,0.7,0.6,0.2,0.1,0.3,0.6,3.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642434.png
568,568,452.0,Riley Minix,25.0,SAS,SF,3.0,0.0,2.7,1.3,2.0,0.667,0.3,1.0,0.333,1.0,1.0,1.0,0.75,0.0,0.0,,0.3,0.3,0.7,0.3,0.3,0.0,0.0,0.3,3.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642434.png
569,569,452.0,Riley Minix,25.0,CLE,SF,6.0,0.0,8.3,1.7,2.8,0.588,0.5,1.5,0.333,1.2,1.3,0.875,0.676,0.5,0.5,1.0,0.2,0.5,0.7,0.7,0.2,0.2,0.5,0.7,4.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642434.png
570,570,453.0,Joan Beringer,19.0,MIN,PF,40.0,3.0,7.9,1.6,2.5,0.663,0.0,0.0,,1.6,2.5,0.663,0.663,0.7,0.9,0.703,1.1,1.2,2.3,0.3,0.2,0.7,0.3,1.2,3.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642866.png
571,571,454.0,Hugo González,19.0,BOS,SF,74.0,3.0,14.6,1.6,3.3,0.476,0.6,1.6,0.362,1.0,1.8,0.577,0.561,0.2,0.4,0.5,0.8,2.5,3.3,0.5,0.6,0.3,0.5,1.7,3.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642864.png
572,572,455.0,Caleb Martin,30.0,DAL,SF,58.0,12.0,14.8,1.5,3.3,0.45,0.3,1.0,0.351,1.1,2.3,0.492,0.503,0.6,1.1,0.607,0.5,2.0,2.5,1.4,0.7,0.3,0.7,1.5,3.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628997.png
573,573,456.0,Koby Brea,23.0,PHO,SG,12.0,0.0,7.0,1.3,3.0,0.417,1.1,2.5,0.433,0.2,0.5,0.333,0.597,0.2,0.2,1.0,0.1,0.6,0.7,0.8,0.1,0.0,0.3,0.5,3.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642886.png
574,574,457.0,Clint Capela,31.0,HOU,C,75.0,3.0,12.3,1.6,3.0,0.52,0.0,0.0,0.5,1.6,3.0,0.52,0.522,0.6,1.0,0.577,2.1,2.5,4.6,0.7,0.5,0.8,0.5,1.0,3.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/203991.png
575,575,458.0,Noah Penda,21.0,ORL,SF,59.0,2.0,12.8,1.4,3.4,0.404,0.5,1.6,0.323,0.9,1.9,0.473,0.478,0.6,0.8,0.688,1.1,2.0,3.2,1.2,0.5,0.3,0.7,1.2,3.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642869.png
576,576,459.0,Omer Yurtseven,27.0,GSW,C,9.0,0.0,11.6,1.2,2.9,0.423,0.0,0.4,0.0,1.2,2.4,0.5,0.423,1.3,2.0,0.667,1.4,1.9,3.3,0.9,0.2,0.1,1.0,1.7,3.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630209.png
577,577,460.0,Patrick Baldwin Jr.,23.0,3TM,SF,9.0,1.0,11.3,1.2,3.0,0.407,0.7,1.6,0.429,0.6,1.4,0.385,0.519,0.6,0.8,0.714,1.3,1.2,2.6,0.6,0.3,0.6,0.6,1.7,3.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631116.png
578,578,460.0,Patrick Baldwin Jr.,23.0,LAC,SF,2.0,0.0,6.0,1.5,2.0,0.75,1.0,1.5,0.667,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,5.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631116.png
579,579,460.0,Patrick Baldwin Jr.,23.0,PHI,SF,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631116.png
580,580,460.0,Patrick Baldwin Jr.,23.0,SAC,SF,6.0,1.0,14.7,1.3,3.8,0.348,0.7,1.8,0.364,0.7,2.0,0.333,0.435,0.5,0.8,0.6,2.0,1.5,3.5,0.8,0.5,0.8,0.7,2.2,3.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631116.png
581,581,461.0,Dalen Terry,23.0,2TM,SG,48.0,0.0,11.5,1.4,3.2,0.439,0.5,1.4,0.364,0.9,1.9,0.494,0.516,0.3,0.6,0.533,0.5,1.3,1.8,1.4,0.6,0.3,0.5,1.0,3.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631207.png
582,582,461.0,Dalen Terry,23.0,CHI,SG,34.0,0.0,11.1,1.3,3.0,0.441,0.6,1.4,0.413,0.8,1.6,0.464,0.534,0.3,0.5,0.529,0.6,1.3,1.9,1.3,0.6,0.3,0.6,1.0,3.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631207.png
583,583,461.0,Dalen Terry,23.0,PHI,SG,14.0,0.0,12.4,1.6,3.8,0.434,0.4,1.4,0.25,1.3,2.4,0.545,0.481,0.5,0.9,0.538,0.5,1.1,1.6,1.6,0.5,0.3,0.4,1.1,4.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631207.png
584,584,462.0,DaRon Holmes,23.0,DEN,PF,25.0,6.0,8.4,1.2,2.4,0.508,0.8,1.8,0.444,0.4,0.6,0.688,0.672,0.4,0.6,0.786,0.3,1.1,1.4,0.6,0.0,0.2,0.5,0.8,3.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641747.png
585,585,463.0,Larry Nance Jr.,33.0,CLE,PF,35.0,3.0,12.8,1.5,3.5,0.419,0.6,1.8,0.333,0.9,1.7,0.508,0.504,0.2,0.4,0.462,0.8,1.8,2.7,1.0,0.6,0.2,0.6,1.6,3.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1626204.png
586,586,464.0,Zeke Nnaji,25.0,DEN,PF,52.0,4.0,12.0,1.4,2.9,0.47,0.3,1.0,0.259,1.1,1.9,0.588,0.517,0.7,0.8,0.773,0.6,2.0,2.6,0.6,0.3,0.5,0.5,1.4,3.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630192.png
587,587,465.0,Tolu Smith,25.0,DET,PF,15.0,0.0,9.1,1.2,2.4,0.5,0.0,0.0,,1.2,2.4,0.5,0.5,1.3,2.0,0.667,1.5,1.8,3.3,0.9,0.1,0.4,0.5,1.5,3.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642449.png
588,588,466.0,Jeremy Sochan,22.0,2TM,PF,44.0,0.0,10.7,1.5,2.9,0.496,0.3,1.0,0.244,1.2,1.9,0.631,0.539,0.4,0.6,0.731,0.8,1.6,2.4,0.9,0.4,0.2,0.5,1.4,3.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631110.png
589,589,466.0,Jeremy Sochan,22.0,SAS,PF,28.0,0.0,12.8,1.7,3.5,0.475,0.3,1.3,0.257,1.4,2.3,0.594,0.52,0.4,0.6,0.688,0.9,1.7,2.6,1.0,0.4,0.2,0.6,1.8,4.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631110.png
590,590,466.0,Jeremy Sochan,22.0,NYK,PF,16.0,0.0,6.9,1.1,1.9,0.567,0.1,0.6,0.2,0.9,1.3,0.75,0.6,0.5,0.6,0.8,0.7,1.4,2.1,0.8,0.4,0.1,0.2,0.8,2.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631110.png
591,591,467.0,Mohamed Diawara,20.0,NYK,SF,69.0,7.0,9.2,1.3,3.1,0.423,0.7,1.9,0.369,0.6,1.2,0.506,0.535,0.3,0.3,0.75,0.2,1.1,1.4,0.8,0.2,0.1,0.4,0.7,3.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642885.png
592,592,468.0,Myron Gardner,24.0,MIA,SF,45.0,7.0,9.1,1.3,2.7,0.48,0.6,1.4,0.406,0.7,1.3,0.559,0.585,0.4,0.6,0.731,0.9,1.8,2.7,1.0,0.4,0.2,0.4,1.7,3.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642066.png
593,593,469.0,Olivier Sarr,26.0,CLE,C,4.0,0.0,9.8,1.3,1.8,0.714,0.5,0.8,0.667,0.8,1.0,0.75,0.857,0.5,1.3,0.4,0.5,2.3,2.8,1.3,0.5,0.8,0.5,2.3,3.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630846.png
594,594,470.0,Keaton Wallace,26.0,ATL,PG,53.0,3.0,10.1,1.3,3.2,0.398,0.7,1.9,0.373,0.6,1.3,0.435,0.509,0.2,0.3,0.667,0.1,1.0,1.1,1.8,0.5,0.1,0.5,0.9,3.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630811.png
595,595,471.0,Trayce Jackson-Davis,25.0,2TM,C,53.0,1.0,9.4,1.3,2.3,0.573,0.0,0.0,1.0,1.3,2.3,0.569,0.577,0.7,1.4,0.514,1.2,1.5,2.7,0.7,0.3,0.5,0.4,0.8,3.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631218.png
596,596,471.0,Trayce Jackson-Davis,25.0,GSW,C,36.0,1.0,11.4,1.7,2.8,0.588,0.0,0.0,1.0,1.6,2.8,0.584,0.593,0.8,1.4,0.558,1.3,1.8,3.1,0.9,0.4,0.5,0.5,1.1,4.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631218.png
597,597,471.0,Trayce Jackson-Davis,25.0,TOR,C,17.0,0.0,5.0,0.6,1.3,0.5,0.0,0.0,,0.6,1.3,0.5,0.5,0.5,1.3,0.409,1.1,0.8,1.9,0.4,0.2,0.3,0.2,0.3,1.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631218.png
598,598,472.0,Taj Gibson,40.0,MEM,C,10.0,1.0,9.7,1.2,2.6,0.462,0.3,0.6,0.5,0.9,2.0,0.45,0.519,0.7,0.8,0.875,1.1,1.6,2.7,0.6,0.2,0.1,0.1,1.4,3.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/201959.png
599,599,473.0,Yuki Kawamura,24.0,CHI,PG,18.0,0.0,11.6,0.9,2.9,0.327,0.6,2.1,0.297,0.3,0.8,0.4,0.433,0.9,1.1,0.895,0.4,1.4,1.8,2.6,0.5,0.0,0.8,0.8,3.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642530.png
600,600,474.0,Drew Timme,25.0,LAL,PF,27.0,1.0,8.7,1.4,2.4,0.576,0.4,0.9,0.44,1.0,1.5,0.659,0.659,0.2,0.3,0.556,0.4,0.9,1.2,0.9,0.2,0.0,0.5,0.7,3.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631166.png
601,601,475.0,AJ Johnson,21.0,2TM,SG,48.0,0.0,9.5,1.2,3.7,0.324,0.3,1.2,0.211,0.9,2.5,0.378,0.358,0.7,0.8,0.85,0.3,0.9,1.1,1.0,0.2,0.1,0.6,0.6,3.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642358.png
602,602,475.0,AJ Johnson,21.0,WAS,SG,25.0,0.0,8.6,1.1,3.3,0.325,0.3,1.0,0.28,0.8,2.3,0.345,0.367,0.4,0.5,0.75,0.3,0.9,1.2,0.9,0.3,0.0,0.7,0.6,2.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642358.png
603,603,475.0,AJ Johnson,21.0,DAL,SG,23.0,0.0,10.4,1.3,4.0,0.323,0.2,1.4,0.156,1.1,2.7,0.41,0.349,1.1,1.2,0.893,0.3,0.8,1.0,1.1,0.2,0.1,0.5,0.7,3.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642358.png
604,604,476.0,Dorian Finney-Smith,32.0,HOU,PF,37.0,1.0,16.8,1.2,3.6,0.333,0.7,2.7,0.27,0.5,0.9,0.531,0.436,0.2,0.2,0.889,0.9,1.6,2.5,1.0,0.4,0.2,0.6,1.6,3.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1627827.png
