,Unnamed: 0,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Images
169,169,140.0,Kyle Kuzma,30.0,MIL,PF,69.0,43.0,26.2,4.9,10.0,0.492,1.2,3.5,0.347,3.7,6.5,0.569,0.552,2.0,2.7,0.726,0.8,3.7,4.5,2.7,0.7,0.4,1.7,1.9,13.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628398.png
170,170,141.0,Brandon Williams,26.0,DAL,PG,66.0,15.0,22.2,4.4,9.3,0.472,0.5,2.3,0.232,3.9,7.0,0.552,0.501,3.7,4.6,0.793,0.5,2.4,2.9,3.9,0.9,0.3,1.9,1.6,13.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1585.png
171,171,142.0,Sam Merrill,29.0,CLE,SG,52.0,38.0,26.5,4.3,9.3,0.461,3.0,7.2,0.421,1.3,2.1,0.596,0.624,1.1,1.3,0.855,0.5,2.0,2.6,2.4,0.6,0.1,0.8,2.4,12.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630241.png
172,172,143.0,Collin Gillespie,26.0,PHO,PG,80.0,58.0,28.5,4.4,10.5,0.418,2.9,7.2,0.401,1.5,3.3,0.455,0.556,1.0,1.1,0.874,1.1,3.0,4.1,4.6,1.2,0.2,1.6,1.6,12.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631221.png
173,173,144.0,Deandre Ayton,27.0,LAL,C,72.0,72.0,27.2,5.6,8.3,0.671,0.0,0.0,,5.6,8.3,0.671,0.671,1.3,2.0,0.645,2.6,5.4,8.0,0.8,0.6,1.0,1.2,2.2,12.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629028.png
174,174,145.0,GG Jackson II,21.0,MEM,PF,55.0,28.0,21.4,4.6,9.3,0.496,1.2,3.5,0.332,3.5,5.8,0.595,0.558,2.0,2.7,0.742,0.9,3.4,4.3,1.5,0.6,0.8,1.5,1.4,12.5,,
175,175,146.0,Malik Monk,27.0,SAC,SG,62.0,3.0,22.0,4.5,10.2,0.438,2.0,5.1,0.395,2.5,5.1,0.481,0.536,1.5,1.7,0.879,0.2,1.6,1.9,3.0,0.6,0.4,1.5,1.6,12.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628370.png
176,176,147.0,Maxime Raynaud,22.0,SAC,C,74.0,56.0,26.5,5.2,9.1,0.571,0.3,1.0,0.324,4.9,8.1,0.601,0.589,1.8,2.3,0.786,1.9,5.6,7.5,1.4,0.5,0.5,1.3,2.3,12.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642875.png
177,177,148.0,Jaylen Wells,22.0,MEM,SG,69.0,69.0,26.4,4.4,10.1,0.431,1.9,5.3,0.353,2.5,4.8,0.517,0.524,1.9,2.5,0.784,0.9,2.3,3.2,1.6,0.9,0.1,1.1,2.1,12.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642377.png
178,178,149.0,Max Christie,22.0,DAL,SG,77.0,68.0,29.1,4.2,9.4,0.441,2.3,5.8,0.404,1.8,3.6,0.502,0.566,1.6,1.8,0.899,0.2,3.0,3.2,2.0,0.6,0.4,1.2,1.3,12.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631108.png
179,179,150.0,Noah Clowney,21.0,BRK,PF,66.0,60.0,27.0,3.8,9.6,0.396,2.0,5.9,0.329,1.8,3.6,0.506,0.498,2.7,3.4,0.804,0.8,3.3,4.1,1.6,0.8,0.7,1.5,2.5,12.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641730.png
180,180,151.0,De'Anthony Melton,27.0,GSW,PG,49.0,24.0,23.0,4.4,10.8,0.407,1.5,5.0,0.294,2.9,5.8,0.505,0.475,2.0,2.5,0.826,0.8,2.4,3.2,2.6,1.6,0.4,1.9,1.9,12.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629001.png
181,181,152.0,Jonathan Kuminga,23.0,2TM,PF,36.0,14.0,23.1,4.4,9.4,0.463,1.0,2.9,0.333,3.4,6.5,0.521,0.515,2.5,3.4,0.724,1.4,4.3,5.6,2.3,0.6,0.3,1.9,1.5,12.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630228.png
182,182,152.0,Jonathan Kuminga,23.0,GSW,PF,20.0,13.0,23.8,4.4,9.7,0.454,0.9,2.7,0.321,3.6,7.1,0.504,0.497,2.5,3.3,0.742,1.5,4.4,5.9,2.5,0.4,0.3,2.3,1.7,12.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630228.png
183,183,152.0,Jonathan Kuminga,23.0,ATL,PF,16.0,1.0,22.1,4.3,9.1,0.476,1.1,3.3,0.346,3.2,5.8,0.548,0.538,2.5,3.6,0.702,1.3,4.1,5.3,2.1,0.9,0.3,1.3,1.4,12.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630228.png
184,184,153.0,Donte DiVincenzo,29.0,MIN,SG,82.0,82.0,30.4,4.1,10.2,0.406,3.0,7.9,0.379,1.2,2.3,0.497,0.552,1.0,1.3,0.743,0.8,3.3,4.1,3.8,1.3,0.4,1.4,2.4,12.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628978.png
185,185,154.0,Cameron Johnson,29.0,DEN,SF,54.0,54.0,30.5,4.2,8.8,0.48,2.0,4.7,0.43,2.2,4.1,0.539,0.596,1.7,2.1,0.839,0.8,3.0,3.8,2.4,0.7,0.4,0.9,2.3,12.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629661.png
186,186,155.0,Tre Johnson,19.0,WAS,SG,60.0,42.0,24.1,4.5,10.8,0.419,1.9,5.4,0.358,2.6,5.4,0.479,0.508,1.3,1.5,0.874,0.5,2.4,2.8,2.0,0.6,0.3,1.6,2.0,12.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642848.png
187,187,156.0,Duncan Robinson,31.0,DET,SG,77.0,77.0,27.4,4.1,9.1,0.456,2.9,7.0,0.41,1.3,2.1,0.605,0.613,1.1,1.4,0.755,0.4,2.3,2.7,2.1,0.6,0.3,0.7,2.2,12.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629130.png
188,188,157.0,Donovan Clingan,21.0,POR,C,77.0,77.0,27.2,4.6,8.9,0.52,1.1,3.2,0.341,3.5,5.7,0.621,0.582,1.8,2.6,0.68,4.5,7.1,11.6,2.1,0.6,1.7,1.2,2.4,12.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642270.png
189,189,158.0,Moses Moody,23.0,GSW,SG,60.0,49.0,25.7,4.1,9.3,0.44,2.5,6.3,0.401,1.6,3.0,0.522,0.575,1.5,1.9,0.77,0.9,2.5,3.3,1.6,1.0,0.6,1.0,2.0,12.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630541.png
190,190,159.0,Christian Braun,24.0,DEN,SG,44.0,44.0,31.8,4.6,8.8,0.519,1.0,3.3,0.301,3.6,5.6,0.646,0.575,1.8,2.3,0.782,1.4,3.4,4.8,2.7,0.7,0.3,1.0,2.3,12.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631128.png
191,191,160.0,Josh Hart,30.0,NYK,SF,66.0,52.0,30.2,4.6,9.0,0.508,1.5,3.7,0.413,3.0,5.3,0.574,0.593,1.4,1.9,0.72,1.4,6.0,7.4,4.8,1.1,0.3,1.9,2.5,12.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628404.png
192,192,161.0,Miles McBride,25.0,NYK,SG,41.0,15.0,26.3,4.2,9.9,0.423,2.7,6.6,0.413,1.4,3.2,0.444,0.562,0.9,1.1,0.787,0.6,1.9,2.4,2.6,0.9,0.2,0.8,1.7,12.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630540.png
193,193,162.0,Tristen Newton,24.0,HOU,SG,1.0,0.0,12.0,4.0,9.0,0.444,2.0,5.0,0.4,2.0,4.0,0.5,0.556,2.0,3.0,0.667,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641803.png
194,194,163.0,Dyson Daniels,22.0,ATL,SG,76.0,76.0,33.2,5.3,10.2,0.517,0.3,1.5,0.188,5.0,8.7,0.576,0.532,1.0,1.6,0.615,2.4,4.4,6.8,5.9,2.0,0.4,1.8,2.2,11.9,"DPOY-9,DEF2",https://cdn.nba.com/headshots/nba/latest/1040x760/1630700.png
195,195,164.0,Blake Hinson,26.0,UTA,SF,14.0,3.0,20.4,4.2,8.2,0.513,2.6,5.6,0.468,1.6,2.6,0.611,0.674,0.9,1.1,0.75,0.8,1.6,2.4,1.1,0.4,0.1,0.4,1.7,11.9,,
196,196,165.0,Myles Turner,29.0,MIL,C,71.0,71.0,26.9,4.0,9.1,0.44,2.1,5.4,0.383,1.9,3.7,0.523,0.553,1.8,2.5,0.74,1.1,4.3,5.3,1.5,0.7,1.6,1.2,2.6,11.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1626167.png
197,197,166.0,Wendell Carter Jr.,26.0,ORL,C,78.0,78.0,29.3,4.2,8.2,0.512,0.9,2.9,0.319,3.3,5.3,0.618,0.568,2.5,3.2,0.792,2.1,5.3,7.4,2.0,0.8,0.6,1.3,3.4,11.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628976.png
198,198,167.0,Dylan Harper,19.0,SAS,SG,69.0,4.0,22.6,4.8,9.5,0.505,0.9,2.6,0.343,3.9,6.9,0.565,0.551,1.3,1.7,0.756,0.8,2.6,3.4,3.9,0.8,0.3,1.4,2.0,11.8,"ROY-4,6MOY-11",https://cdn.nba.com/headshots/nba/latest/1040x760/1642844.png
199,199,168.0,Julian Reese,22.0,WAS,PF,13.0,10.0,30.9,4.8,9.2,0.529,0.0,0.0,,4.8,9.2,0.529,0.529,2.2,3.4,0.636,4.2,6.3,10.5,1.8,1.4,0.6,2.5,3.2,11.8,,
200,200,169.0,Nic Claxton,26.0,BRK,C,69.0,68.0,27.8,4.8,8.4,0.571,0.0,0.3,0.158,4.8,8.2,0.585,0.574,2.0,3.3,0.616,2.4,4.5,6.9,3.7,0.7,1.1,1.4,2.3,11.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629651.png
201,201,170.0,Isaiah Collier,21.0,UTA,PG,59.0,19.0,25.7,4.3,8.7,0.495,0.5,1.7,0.27,3.9,7.0,0.549,0.521,2.6,3.5,0.722,0.4,2.2,2.5,7.2,1.1,0.3,2.5,2.3,11.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642268.png
202,202,171.0,Bilal Coulibaly,21.0,WAS,SG,56.0,56.0,26.2,4.1,9.7,0.425,1.2,3.6,0.319,2.9,6.0,0.49,0.485,2.4,3.2,0.746,0.9,3.5,4.3,2.6,1.3,1.0,1.4,2.3,11.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641731.png
203,203,172.0,Derik Queen,21.0,NOP,C,81.0,48.0,25.0,4.4,9.2,0.473,0.3,1.1,0.261,4.1,8.1,0.502,0.489,2.7,3.4,0.795,1.7,5.4,7.1,3.7,1.0,0.9,2.3,2.7,11.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642852.png
204,204,173.0,Klay Thompson,35.0,DAL,SF,69.0,8.0,21.7,4.1,10.6,0.393,2.9,7.6,0.383,1.2,2.9,0.418,0.532,0.5,0.7,0.766,0.3,1.8,2.1,1.4,0.5,0.3,0.9,1.0,11.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/202691.png
205,205,174.0,Mark Williams,24.0,PHO,C,60.0,55.0,23.6,4.7,7.3,0.644,0.0,0.0,1.0,4.7,7.3,0.643,0.645,2.3,2.9,0.771,3.1,4.9,8.0,1.0,0.9,0.9,1.1,2.2,11.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631109.png
206,206,175.0,Obi Toppin,27.0,IND,PF,24.0,3.0,17.7,4.2,8.3,0.503,1.5,4.4,0.352,2.6,3.9,0.67,0.595,1.8,1.9,0.913,0.5,3.9,4.4,2.3,0.5,0.0,1.2,1.2,11.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630167.png
207,207,176.0,Jarace Walker,22.0,IND,PF,76.0,41.0,25.7,4.0,9.6,0.419,1.8,4.7,0.374,2.3,5.0,0.462,0.51,1.8,2.4,0.749,0.6,4.5,5.1,2.5,0.8,0.3,1.8,1.6,11.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641716.png
208,208,177.0,Rui Hachimura,27.0,LAL,PF,68.0,41.0,28.3,4.5,8.8,0.514,1.7,3.9,0.443,2.8,4.9,0.57,0.611,0.7,1.1,0.694,0.6,2.7,3.3,0.8,0.6,0.3,0.6,1.6,11.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629060.png
209,209,178.0,Kyle Filipowski,22.0,UTA,C,77.0,41.0,23.4,4.2,8.5,0.492,1.0,3.0,0.325,3.2,5.6,0.58,0.548,2.1,2.8,0.75,1.9,5.3,7.2,2.6,0.9,0.5,1.6,3.0,11.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642271.png
210,210,179.0,Pelle Larsson,24.0,MIA,SG,70.0,54.0,26.4,4.0,8.0,0.496,0.9,2.7,0.323,3.1,5.2,0.586,0.551,2.6,3.3,0.797,1.0,2.5,3.5,3.4,0.7,0.2,1.4,2.1,11.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641796.png
211,211,180.0,Scotty Pippen Jr.,25.0,MEM,PG,10.0,6.0,21.2,4.3,9.6,0.448,1.0,3.2,0.313,3.3,6.4,0.516,0.5,1.8,2.3,0.783,0.8,1.4,2.2,4.7,1.9,0.4,2.7,3.1,11.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630590.png
212,212,181.0,Sandro Mamukelashvili,26.0,TOR,C,80.0,13.0,21.9,4.1,7.9,0.523,1.4,3.7,0.389,2.7,4.2,0.642,0.614,1.5,2.0,0.747,1.4,3.6,4.9,1.9,0.8,0.5,0.8,1.8,11.2,6MOY-10,https://cdn.nba.com/headshots/nba/latest/1040x760/1630572.png
213,213,182.0,Max Strus,29.0,CLE,SF,12.0,5.0,24.0,3.9,8.8,0.443,2.8,6.8,0.402,1.2,2.0,0.583,0.599,0.6,0.8,0.778,0.8,4.7,5.4,2.0,0.3,0.0,0.8,2.8,11.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629622.png
214,214,183.0,Julian Champagnie,24.0,SAS,SF,82.0,68.0,27.6,3.7,8.4,0.437,2.4,6.2,0.381,1.3,2.2,0.599,0.578,1.4,1.6,0.844,0.9,4.9,5.8,1.5,0.8,0.5,0.8,1.6,11.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630577.png
215,215,184.0,Isaiah Joe,26.0,OKC,SG,71.0,9.0,21.2,3.5,7.6,0.455,2.5,6.0,0.423,0.9,1.6,0.574,0.622,1.5,1.7,0.894,0.5,2.1,2.5,1.3,0.7,0.2,0.6,1.7,11.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630198.png
216,216,185.0,Cam Spencer,25.0,MEM,SG,72.0,20.0,23.8,3.7,7.7,0.473,2.0,4.5,0.449,1.6,3.2,0.506,0.604,1.8,1.9,0.94,0.6,2.0,2.5,5.6,0.7,0.2,1.3,1.4,11.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642285.png
217,217,186.0,Kel'el Ware,21.0,MIA,C,77.0,34.0,22.1,4.5,8.4,0.53,1.2,3.0,0.395,3.3,5.4,0.606,0.601,0.9,1.2,0.74,2.8,6.2,9.0,0.7,0.8,1.1,0.8,1.5,11.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642276.png
218,218,187.0,Alondes Williams,26.0,WAS,SG,4.0,0.0,25.3,4.0,6.5,0.615,1.3,3.5,0.357,2.8,3.0,0.917,0.712,1.8,2.0,0.875,1.3,5.0,6.3,3.0,0.8,0.8,1.3,1.0,11.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631214.png
219,219,188.0,Rudy Gobert,33.0,MIN,C,76.0,76.0,31.3,4.4,6.5,0.682,0.0,0.1,0.0,4.4,6.4,0.689,0.682,2.1,4.0,0.526,3.9,7.5,11.5,1.7,0.8,1.6,1.4,2.6,10.9,"DPOY-4,DEF1",https://cdn.nba.com/headshots/nba/latest/1040x760/203497.png
220,220,189.0,Jusuf Nurkić,31.0,UTA,C,41.0,36.0,26.4,4.4,8.7,0.503,0.6,1.7,0.352,3.8,7.0,0.54,0.538,1.5,2.8,0.549,2.6,7.8,10.4,4.8,1.3,0.5,2.5,3.3,10.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/203994.png
221,221,190.0,Dennis Schröder,32.0,2TM,PG,70.0,17.0,24.2,3.6,9.0,0.405,1.1,3.3,0.329,2.6,5.7,0.449,0.465,2.4,2.9,0.834,0.5,2.2,2.7,4.9,0.8,0.2,1.8,1.6,10.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/203471.png
222,222,190.0,Dennis Schröder,32.0,SAC,PG,40.0,14.0,26.4,4.3,10.6,0.408,1.4,4.2,0.343,2.9,6.4,0.449,0.475,2.7,3.3,0.82,0.6,2.5,3.1,5.3,0.8,0.2,2.0,1.7,12.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/203471.png
223,223,190.0,Dennis Schröder,32.0,CLE,PG,30.0,3.0,21.4,2.8,6.9,0.401,0.6,2.1,0.29,2.2,4.8,0.448,0.444,2.1,2.4,0.861,0.4,1.9,2.3,4.3,0.8,0.2,1.5,1.4,8.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/203471.png
224,224,191.0,Tyler Burton,25.0,MEM,SF,12.0,0.0,25.6,3.5,9.3,0.375,1.8,5.5,0.333,1.7,3.8,0.435,0.473,1.9,2.3,0.852,0.7,3.5,4.2,1.0,0.9,0.3,0.9,2.6,10.8,,
225,225,192.0,Daeqwon Plowden,27.0,SAC,SG,32.0,7.0,26.4,3.8,8.7,0.43,1.9,5.8,0.333,1.8,2.9,0.624,0.541,1.3,1.5,0.857,1.0,2.0,3.0,1.3,0.7,0.2,0.8,2.4,10.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631342.png
226,226,193.0,Bub Carrington,20.0,WAS,PG,82.0,48.0,27.7,3.8,9.0,0.424,2.1,5.0,0.408,1.8,4.0,0.443,0.538,1.0,1.4,0.73,0.4,3.0,3.4,4.6,0.6,0.2,2.3,2.2,10.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642267.png
227,227,194.0,Jakob Poeltl,30.0,TOR,C,46.0,44.0,25.0,4.7,6.7,0.7,0.0,0.0,,4.7,6.7,0.7,0.7,1.3,2.1,0.602,2.5,4.5,7.0,2.0,0.9,0.7,1.2,3.2,10.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1627751.png
228,228,195.0,Jock Landale,30.0,2TM,C,68.0,27.0,22.1,4.1,8.1,0.515,1.1,2.8,0.383,3.1,5.2,0.586,0.582,1.2,1.9,0.635,2.7,3.0,5.7,1.7,0.5,0.5,0.9,2.2,10.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629111.png
229,229,195.0,Jock Landale,30.0,MEM,C,45.0,25.0,23.6,4.4,8.6,0.514,1.1,2.9,0.38,3.4,5.8,0.581,0.577,1.3,2.0,0.674,3.1,3.4,6.5,1.7,0.6,0.5,1.0,2.3,11.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629111.png
230,230,195.0,Jock Landale,30.0,ATL,C,23.0,2.0,19.4,3.6,6.9,0.516,1.1,2.8,0.391,2.5,4.1,0.6,0.594,0.9,1.6,0.541,1.8,2.3,4.1,1.7,0.4,0.6,0.6,2.1,9.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629111.png
231,231,196.0,Marvin Bagley III,26.0,2TM,PF,60.0,12.0,20.0,4.2,6.9,0.618,0.4,0.9,0.462,3.8,6.0,0.641,0.647,1.6,2.4,0.66,2.5,3.6,6.1,1.4,0.5,0.7,1.0,2.1,10.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628963.png
232,232,196.0,Marvin Bagley III,26.0,WAS,PF,38.0,8.0,19.2,4.1,6.5,0.626,0.2,0.5,0.421,3.8,6.0,0.643,0.642,1.8,2.6,0.711,2.6,3.1,5.7,1.5,0.5,0.7,1.2,2.1,10.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628963.png
233,233,196.0,Marvin Bagley III,26.0,DAL,PF,22.0,4.0,21.4,4.5,7.5,0.606,0.7,1.5,0.485,3.8,6.0,0.636,0.655,1.2,2.1,0.553,2.4,4.4,6.8,1.3,0.4,0.7,0.8,2.0,11.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628963.png
234,234,197.0,Tari Eason,24.0,HOU,PF,60.0,34.0,25.8,4.0,9.7,0.416,1.6,4.3,0.358,2.5,5.3,0.463,0.496,0.9,1.1,0.776,2.1,4.2,6.3,1.5,1.2,0.5,1.4,2.3,10.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631106.png
235,235,198.0,Adama-Alpha Bal,22.0,MEM,SG,8.0,1.0,30.1,3.5,8.5,0.412,2.3,5.5,0.409,1.3,3.0,0.417,0.544,1.1,1.3,0.9,0.8,2.4,3.1,2.4,1.1,0.1,0.8,3.4,10.4,,
236,236,199.0,A.J. Green,26.0,MIL,SG,78.0,68.0,29.1,3.4,7.9,0.424,3.0,7.1,0.419,0.4,0.8,0.469,0.612,0.7,0.8,0.855,0.4,2.4,2.7,1.9,0.5,0.1,1.0,2.3,10.4,,
237,237,200.0,Caleb Love,24.0,POR,SG,49.0,1.0,20.7,3.9,10.0,0.388,1.9,6.0,0.318,2.0,4.0,0.49,0.483,0.7,1.0,0.735,0.5,1.8,2.3,2.5,0.6,0.1,1.3,1.0,10.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631126.png
238,238,201.0,Lucas Williamson,27.0,MEM,SG,7.0,2.0,32.0,3.6,10.7,0.333,2.1,7.6,0.283,1.4,3.1,0.455,0.433,1.1,1.1,1.0,1.6,3.9,5.4,2.6,1.6,0.1,1.4,3.7,10.4,,
239,239,202.0,Egor Dёmin,19.0,BRK,PG,52.0,45.0,25.2,3.4,8.6,0.399,2.4,6.2,0.385,1.1,2.4,0.433,0.537,1.0,1.3,0.831,0.4,2.8,3.2,3.3,0.8,0.3,1.7,1.8,10.3,,
240,240,203.0,DaQuan Jeffries,28.0,SAC,SG,3.0,0.0,20.0,3.7,6.3,0.579,1.3,3.0,0.444,2.3,3.3,0.7,0.684,1.7,1.7,1.0,1.0,0.7,1.7,0.3,0.7,0.0,0.0,3.0,10.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629610.png
241,241,204.0,Will Riley,19.0,WAS,SF,74.0,18.0,22.1,3.7,8.4,0.439,1.1,3.3,0.316,2.6,5.0,0.52,0.502,1.9,2.4,0.8,0.8,2.1,2.9,2.0,0.7,0.1,1.3,1.2,10.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642860.png
242,242,205.0,Khris Middleton,34.0,2TM,SF,63.0,50.0,22.8,3.6,8.6,0.42,1.1,3.0,0.36,2.5,5.6,0.452,0.482,1.9,2.2,0.875,0.8,2.9,3.7,2.8,0.7,0.1,1.7,2.3,10.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/203114.png
243,243,205.0,Khris Middleton,34.0,WAS,SF,34.0,34.0,24.3,3.8,8.8,0.433,1.0,2.9,0.333,2.9,5.9,0.483,0.488,1.7,2.0,0.841,0.9,3.1,3.9,3.3,0.8,0.3,1.7,2.5,10.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/203114.png
244,244,205.0,Khris Middleton,34.0,DAL,SF,29.0,16.0,21.1,3.3,8.3,0.404,1.2,3.0,0.391,2.2,5.3,0.412,0.475,2.1,2.3,0.91,0.7,2.6,3.3,2.2,0.5,0.0,1.8,2.0,10.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/203114.png
245,245,206.0,Neemias Queta,26.0,BOS,C,76.0,75.0,25.3,4.3,6.6,0.653,0.0,0.1,0.125,4.3,6.5,0.662,0.654,1.6,2.3,0.703,3.0,5.3,8.4,1.7,0.8,1.3,1.0,2.8,10.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629674.png
246,246,207.0,D'Angelo Russell,29.0,DAL,PG,26.0,3.0,19.0,3.6,8.9,0.405,1.3,4.3,0.295,2.3,4.6,0.508,0.476,1.7,2.3,0.717,0.3,2.0,2.3,4.0,0.5,0.1,1.9,1.2,10.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1626156.png
247,247,208.0,Jalen Smith,25.0,CHI,C,53.0,21.0,20.7,3.7,7.6,0.483,1.5,4.2,0.373,2.1,3.5,0.614,0.584,1.3,1.8,0.742,1.8,4.8,6.7,1.2,0.5,0.8,1.0,2.1,10.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630188.png
248,248,209.0,Ziaire Williams,24.0,BRK,SF,56.0,13.0,22.9,3.3,7.7,0.425,1.5,4.5,0.343,1.8,3.3,0.538,0.524,2.1,2.5,0.85,0.5,1.9,2.4,1.1,1.4,0.4,1.1,2.1,10.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630533.png
249,249,210.0,Precious Achiuwa,26.0,SAC,C,73.0,57.0,23.9,4.3,8.2,0.528,0.4,1.3,0.278,4.0,6.9,0.577,0.551,1.1,1.9,0.554,2.4,4.3,6.7,1.4,0.9,0.7,0.9,1.7,10.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630173.png
250,250,211.0,Derrick Jones Jr.,28.0,LAC,SF,50.0,45.0,27.0,3.8,7.6,0.499,1.1,3.1,0.359,2.7,4.5,0.593,0.571,1.4,1.9,0.763,1.2,2.2,3.5,1.4,0.9,1.0,0.8,2.1,10.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1627884.png
251,251,212.0,Kevin Huerter,27.0,2TM,SF,69.0,14.0,22.4,3.9,8.6,0.451,1.4,4.7,0.308,2.4,3.9,0.624,0.535,0.8,1.0,0.775,0.5,3.0,3.5,2.6,0.9,0.5,1.0,1.7,10.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628989.png
252,252,212.0,Kevin Huerter,27.0,CHI,SF,44.0,11.0,23.6,4.2,9.2,0.455,1.6,5.1,0.314,2.6,4.1,0.63,0.542,0.9,1.3,0.732,0.5,3.3,3.8,2.6,0.8,0.6,1.1,1.9,10.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628989.png
253,253,212.0,Kevin Huerter,27.0,DET,SG,25.0,3.0,20.5,3.4,7.7,0.443,1.2,4.1,0.294,2.2,3.6,0.611,0.521,0.6,0.6,0.933,0.4,2.4,2.8,2.5,1.1,0.3,0.9,1.2,8.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628989.png
254,254,213.0,Jordan Miller,26.0,LAC,SF,60.0,1.0,22.1,3.5,6.7,0.531,0.6,1.8,0.345,2.9,4.8,0.602,0.579,2.3,2.9,0.777,0.8,2.2,3.0,2.3,0.8,0.2,1.1,1.0,10.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641757.png
255,255,214.0,Toby Okani,24.0,MEM,SG,6.0,4.0,36.2,4.2,11.7,0.357,1.5,5.2,0.29,2.7,6.5,0.41,0.421,0.2,1.3,0.125,1.5,2.0,3.5,1.0,0.7,0.5,0.5,3.3,10.0,,
256,256,215.0,Olivier-Maxence Prosper,23.0,MEM,PF,53.0,24.0,18.6,3.6,6.6,0.549,1.1,2.8,0.405,2.5,3.8,0.653,0.634,1.6,2.2,0.754,1.1,2.4,3.5,1.0,0.8,0.2,0.9,1.6,10.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641765.png
