,Rk,Player,Pos,Age,Tm,Games,Games Started,Minutes Played Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,Effective Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game
120,116,Cameron Johnson,SF,29,DEN,6,6,31.0,5.2,10.3,.500,1.8,5.8,.314,3.3,4.5,.741,.589,2.0,2.8,.706,0.5,2.7,3.2,2.3,1.0,0.3,1.0,3.0,14.2
121,117,Jalen Johnson,SF,24,ATL,6,6,35.7,6.7,15.3,.435,1.5,5.2,.290,5.2,10.2,.508,.484,4.7,5.3,.875,1.0,6.7,7.7,5.2,0.8,0.3,2.3,3.3,19.5
122,118,Keldon Johnson,SF,26,SAS,23,0,17.9,2.9,7.0,.407,0.9,2.5,.362,2.0,4.5,.433,.472,1.1,1.9,.581,1.3,2.0,3.3,0.9,0.7,0.1,1.0,2.3,7.7
123,119,Nikola Jokić,C,30,DEN,6,6,39.5,9.0,20.2,.446,1.2,6.0,.194,7.8,14.2,.553,.475,6.7,7.2,.930,1.5,11.7,13.2,9.5,1.0,0.8,3.8,3.5,25.8
124,120,Spencer Jones,SF,24,DEN,6,3,24.2,2.2,3.2,.684,1.5,2.2,.692,0.7,1.0,.667,.921,0.7,0.8,.800,0.5,1.5,2.0,0.3,0.7,1.2,0.7,3.3,6.5
125,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
126,121,Tyus Jones,PG,29,DEN,3,0,10.0,1.3,2.7,.500,0.0,0.3,.000,1.3,2.3,.571,.500,0.3,0.7,.500,0.0,0.0,0.0,1.7,0.7,0.0,0.0,1.0,3.0
127,122,Luke Kennard,SG,29,LAL,10,5,32.6,3.9,8.0,.488,1.8,3.8,.474,2.1,4.2,.500,.600,1.9,2.3,.826,0.3,3.2,3.5,2.3,0.9,0.1,1.4,1.6,11.5
128,123,Corey Kispert,SF,26,ATL,5,0,10.8,0.8,4.4,.182,0.2,2.4,.083,0.6,2.0,.300,.205,0.4,0.6,.667,0.6,1.0,1.6,1.2,0.4,0.0,0.6,1.6,2.2
129,124,Maxi Kleber,PF,34,LAL,3,0,4.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.3,0.7,.500,0.7,0.0,0.7,1.0,0.3,0.0,0.7,0.7,0.3
130,125,Dalton Knecht,SF,24,LAL,5,0,3.6,0.6,1.6,.375,0.4,1.0,.400,0.2,0.6,.333,.500,0.4,0.4,1.000,0.0,1.2,1.2,0.6,0.0,0.0,0.2,0.0,2.0
131,126,Tyler Kolek,PG,24,NYK,8,0,6.6,1.4,3.1,.440,0.5,1.1,.444,0.9,2.0,.438,.520,0.3,0.3,1.000,0.1,0.6,0.8,1.5,0.0,0.1,0.4,0.4,3.5
132,127,Luke Kornet,C,30,SAS,23,1,12.9,1.4,2.5,.569,0.0,0.0,1.000,1.4,2.5,.561,.578,0.7,1.0,.773,1.7,2.2,3.9,0.7,0.6,0.7,0.5,1.8,3.7
133,128,Vít Krejčí,PG,25,POR,4,0,4.0,0.3,1.0,.250,0.0,0.8,.000,0.3,0.3,1.000,.250,0.0,0.0,,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.8,0.5
134,129,Jonathan Kuminga,PF,23,ATL,6,0,26.0,4.8,10.0,.483,0.8,4.0,.208,4.0,6.0,.667,.525,3.2,4.3,.731,1.0,2.3,3.3,1.0,0.5,0.5,1.0,2.7,13.7
135,130,Chaz Lanier,SG,24,DET,3,0,2.7,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.7
136,131,Jake LaRavia,PF,24,LAL,8,0,14.3,1.1,3.4,.333,0.3,0.9,.286,0.9,2.5,.350,.370,0.8,0.8,1.000,1.1,1.0,2.1,0.8,0.5,0.8,1.4,2.0,3.3
137,132,A.J. Lawson,SG,25,TOR,7,0,7.3,0.6,2.3,.250,0.3,1.1,.250,0.3,1.1,.250,.313,0.3,0.3,1.000,0.0,0.4,0.4,0.6,0.0,0.3,0.3,1.1,1.7
138,133,Caris LeVert,SG,31,DET,13,0,16.6,2.2,5.0,.446,0.8,2.1,.370,1.5,2.9,.500,.523,0.7,0.8,.900,0.5,1.8,2.2,1.2,0.6,0.5,0.6,1.5,5.9
139,134,Kyle Lowry,PG,39,PHI,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0
140,135,Khaman Maluach,C,19,PHO,4,0,11.3,1.0,2.0,.500,0.0,0.3,.000,1.0,1.8,.571,.500,0.0,0.0,,0.5,1.8,2.3,0.0,0.0,0.0,0.8,1.0,2.0
141,136,Sandro Mamukelashvili,C,26,TOR,7,0,14.9,2.0,5.0,.400,0.6,2.0,.286,1.4,3.0,.476,.457,0.4,1.0,.429,1.6,3.4,5.0,1.0,0.7,0.4,0.6,1.7,5.0
142,137,Tyrese Maxey,PG,25,PHI,11,11,39.7,8.7,19.2,.455,2.4,6.7,.351,6.4,12.5,.511,.517,3.9,4.4,.896,0.4,3.6,4.0,5.9,0.8,0.4,2.1,2.0,23.7
143,138,Miles McBride,SG,25,NYK,19,2,17.6,1.8,5.5,.333,1.6,4.2,.375,0.3,1.3,.200,.476,0.4,0.4,.875,0.5,0.7,1.2,1.2,0.4,0.2,0.5,1.8,5.6
144,139,Jared McCain,SG,21,OKC,15,2,17.2,3.7,9.1,.412,1.7,4.7,.371,2.0,4.4,.455,.507,0.8,1.0,.800,0.6,1.3,1.9,1.0,0.3,0.0,0.7,1.3,10.0
145,140,CJ McCollum,PG,34,ATL,6,6,32.0,7.7,16.5,.465,1.7,5.5,.303,6.0,11.0,.545,.515,2.2,4.0,.542,1.2,1.8,3.0,2.0,1.0,1.2,3.5,2.3,19.2
146,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
147,141,Jaden McDaniels,PF,25,MIN,12,12,33.8,6.5,14.7,.443,0.8,3.5,.238,5.7,11.2,.507,.472,2.5,2.9,.857,2.3,3.4,5.8,2.4,0.5,0.7,1.4,4.4,16.3
148,142,Jordan McLaughlin,PG,29,SAS,10,0,4.6,0.7,1.1,.636,0.3,0.5,.600,0.4,0.6,.667,.773,0.2,0.2,1.000,0.2,0.6,0.8,1.0,0.2,0.0,0.2,0.3,1.9
149,143,Sam Merrill,SG,29,CLE,17,0,19.9,2.4,5.6,.427,1.7,4.6,.372,0.7,1.1,.667,.578,1.2,1.5,.840,0.5,0.8,1.2,1.1,0.5,0.0,0.5,2.4,7.8
150,144,Ajay Mitchell,SG,23,OKC,11,7,28.8,5.7,12.5,.460,1.2,3.6,.325,4.5,8.8,.515,.507,2.5,2.7,.900,1.2,2.5,3.7,4.3,1.5,0.1,1.4,1.8,15.1
151,145,Donovan Mitchell,SG,29,CLE,18,18,36.2,9.5,21.1,.451,2.8,8.7,.327,6.7,12.4,.538,.518,4.2,5.1,.815,0.8,4.0,4.8,3.1,1.2,0.3,2.6,3.1,26.0
152,146,Evan Mobley,PF,24,CLE,18,18,35.6,6.3,11.8,.535,1.3,3.9,.338,5.0,7.9,.634,.592,3.0,4.8,.621,2.1,6.0,8.1,3.9,0.9,1.8,2.3,2.4,17.0
153,147,Jonathan Mogbo,PF,24,TOR,3,0,1.3,0.7,0.7,1.000,0.0,0.0,,0.7,0.7,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3
154,148,Jamal Murray,PG,28,DEN,6,6,39.7,7.7,21.5,.357,1.8,7.0,.262,5.8,14.5,.402,.399,6.5,6.7,.975,1.2,3.8,5.0,5.7,0.8,0.3,2.2,1.7,23.7
155,149,Kris Murray,SF,25,POR,5,0,5.0,0.4,0.8,.500,0.0,0.4,.000,0.4,0.4,1.000,.500,0.2,0.4,.500,0.2,0.4,0.6,0.0,0.0,0.0,0.6,0.6,1.0
156,150,Collin Murray-Boyles,PF,20,TOR,7,0,27.3,6.0,9.1,.656,0.0,0.4,.000,6.0,8.7,.689,.656,2.4,3.1,.773,3.0,3.4,6.4,2.4,1.3,1.1,1.9,2.3,14.4
157,151,Larry Nance Jr.,PF,33,CLE,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
158,152,Asa Newell,PF,20,ATL,2,0,5.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,1.0
159,153,Zeke Nnaji,PF,25,DEN,2,0,9.5,1.0,1.0,1.000,0.5,0.5,1.000,0.5,0.5,1.000,1.250,2.5,3.0,.833,0.5,1.0,1.5,0.5,0.5,0.0,0.0,1.5,5.0
160,154,Royce O'Neale,SF,32,PHO,4,0,24.3,2.3,3.5,.643,2.0,3.3,.615,0.3,0.3,1.000,.929,1.3,1.5,.833,1.0,5.3,6.3,2.3,0.5,0.3,1.0,3.0,7.8
161,155,Josh Okogie,SG,27,HOU,6,2,17.3,1.8,4.2,.440,0.8,2.2,.385,1.0,2.0,.500,.540,0.3,0.3,1.000,1.0,1.3,2.3,0.8,1.2,0.0,0.5,2.0,4.8
162,156,Onyeka Okongwu,C,25,ATL,6,6,33.2,4.7,8.0,.583,1.7,3.7,.455,3.0,4.3,.692,.688,1.5,2.0,.750,1.3,5.3,6.7,2.3,1.2,0.8,1.2,3.5,12.5
163,157,Kelly Olynyk,C,34,SAS,9,0,3.9,0.9,1.7,.533,0.6,0.9,.625,0.3,0.8,.429,.700,0.4,0.8,.571,0.0,0.8,0.8,0.3,0.4,0.0,0.4,0.3,2.8
164,158,Kelly Oubre Jr.,SF,30,PHI,11,11,33.1,4.4,9.6,.453,0.9,3.5,.256,3.5,6.1,.567,.500,2.0,2.5,.815,1.1,4.7,5.8,1.1,0.5,0.5,0.7,2.5,11.6
165,159,Noah Penda,SF,21,ORL,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
166,160,Julian Phillips,SF,22,MIN,5,0,5.0,0.4,1.2,.333,0.4,0.8,.500,0.0,0.4,.000,.500,0.0,0.0,,0.0,0.2,0.2,0.4,0.4,0.0,0.2,0.2,1.2
167,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
168,161,Jalen Pickett,SG,26,DEN,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.5,1.0,.500,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
169,162,Mason Plumlee,C,35,SAS,6,0,3.0,0.3,0.5,.667,0.0,0.0,,0.3,0.5,.667,.667,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.5,0.2,0.7,0.7
170,163,Jakob Poeltl,C,30,TOR,7,7,19.1,2.9,4.4,.645,0.0,0.0,,2.9,4.4,.645,.645,1.3,2.0,.643,1.7,4.3,6.0,1.4,0.9,0.9,0.9,2.7,7.0
171,164,Craig Porter Jr.,PG,25,CLE,7,0,3.0,0.1,0.4,.333,0.0,0.1,.000,0.1,0.3,.500,.333,0.0,0.0,,0.0,0.4,0.4,0.6,0.0,0.0,0.6,0.1,0.3
172,165,Payton Pritchard,PG,28,BOS,7,0,33.0,5.6,13.1,.424,2.4,7.9,.309,3.1,5.3,.595,.516,1.0,1.1,.875,1.3,2.4,3.7,5.1,0.4,0.0,0.7,0.7,14.6
173,166,Tyrese Proctor,PG,21,CLE,4,0,3.3,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.5,0.5,1.000,0.0,0.3,0.3,0.5,0.0,0.0,0.5,0.3,0.5
174,167,Neemias Queta,C,26,BOS,7,6,21.7,3.6,4.9,.735,0.0,0.0,,3.6,4.9,.735,.735,2.1,2.7,.789,1.7,6.9,8.6,0.6,0.1,0.9,0.9,4.1,9.3
175,168,Julius Randle,PF,31,MIN,12,12,33.3,5.6,14.3,.390,0.8,3.4,.244,4.8,10.9,.435,.419,4.0,5.4,.738,2.5,5.0,7.5,2.8,0.5,0.1,2.8,3.4,16.0
176,169,Austin Reaves,SG,27,LAL,6,5,36.8,6.2,15.2,.407,1.5,5.8,.257,4.7,9.3,.500,.456,6.2,7.2,.860,0.5,3.5,4.0,5.8,0.0,1.2,4.5,3.5,20.0
177,170,Paul Reed,C,26,DET,9,0,9.6,3.1,4.7,.667,0.2,0.6,.400,2.9,4.1,.703,.690,1.0,1.3,.750,2.0,2.0,4.0,0.6,0.1,0.7,0.8,1.6,7.4
178,171,Naz Reid,C,26,MIN,12,0,26.9,4.9,10.2,.484,1.8,4.6,.400,3.1,5.6,.552,.574,0.9,1.4,.647,1.2,6.2,7.3,2.1,0.4,0.3,1.3,3.2,12.6
179,172,Jase Richardson,SG,20,ORL,1,0,3.0,2.0,2.0,1.000,2.0,2.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
180,173,Zaccharie Risacher,SF,20,ATL,3,0,7.7,1.7,4.7,.357,0.3,1.7,.200,1.3,3.0,.444,.393,0.0,0.0,,1.3,1.7,3.0,0.0,0.0,0.0,0.0,0.7,3.7
181,174,Duncan Robinson,SG,31,DET,13,11,29.5,3.9,8.8,.447,3.2,6.9,.456,0.8,1.8,.417,.627,0.8,1.4,.611,0.3,2.1,2.4,2.3,1.3,0.2,1.0,2.9,11.8
182,175,Mitchell Robinson,C,27,NYK,18,0,13.9,1.9,2.9,.673,0.0,0.0,,1.9,2.9,.673,.673,0.9,3.2,.293,2.6,2.9,5.5,0.4,0.4,0.6,0.4,1.5,4.8
183,176,Marcus Sasser,PG,25,DET,6,0,10.2,1.8,3.8,.478,0.8,2.3,.357,1.0,1.5,.667,.587,0.0,0.0,,0.5,0.3,0.8,0.5,0.5,0.0,0.3,0.7,4.5
184,177,Baylor Scheierman,SG,25,BOS,7,1,14.1,1.6,3.7,.423,1.1,3.0,.381,0.4,0.7,.600,.577,0.0,0.0,,1.0,1.9,2.9,0.6,0.9,0.1,0.3,1.1,4.3
185,178,Dennis Schröder,PG,32,CLE,17,0,15.9,1.9,4.9,.381,0.6,1.9,.333,1.2,3.0,.412,.446,1.1,1.4,.792,0.2,1.2,1.5,2.4,0.4,0.2,1.4,1.4,5.5
186,179,Alperen Şengün,C,23,HOU,6,6,38.7,7.7,16.5,.465,0.2,1.3,.125,7.5,15.2,.495,.470,4.8,7.0,.690,3.5,6.7,10.2,4.7,1.8,1.3,3.0,3.5,20.3
187,180,Landry Shamet,SG,28,NYK,19,0,16.3,2.1,4.5,.453,1.5,3.2,.475,0.5,1.3,.400,.622,0.4,0.5,.778,0.3,0.8,1.1,0.7,0.2,0.1,0.4,1.7,6.0
188,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
189,181,Terrence Shannon Jr.,SG,25,MIN,9,3,22.6,4.2,10.4,.404,0.9,3.6,.250,3.3,6.9,.484,.447,2.4,2.7,.917,0.6,2.0,2.6,1.3,0.4,0.0,0.9,2.4,11.8
190,182,Shaedon Sharpe,SG,22,POR,5,0,13.4,2.8,6.8,.412,0.6,2.2,.273,2.2,4.6,.478,.456,1.0,1.6,.625,0.6,1.0,1.6,0.6,0.4,0.4,0.0,1.0,7.2
191,183,Jamal Shead,PG,23,TOR,7,4,32.0,3.3,9.3,.354,2.0,6.0,.333,1.3,3.3,.391,.462,0.4,0.9,.500,0.4,1.6,2.0,5.0,1.4,0.1,2.0,3.1,9.0
192,184,Reed Sheppard,SG,21,HOU,6,5,32.0,4.5,14.7,.307,2.7,9.0,.296,1.8,5.7,.324,.398,0.5,0.7,.750,0.2,0.8,1.0,4.7,2.2,0.8,2.0,2.3,12.2
193,185,Max Shulga,SG,23,BOS,2,0,2.5,0.5,1.0,.500,0.5,1.0,.500,0.0,0.0,,.750,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5
194,186,Marcus Smart,SG,31,LAL,10,10,34.5,3.9,9.9,.394,1.7,5.0,.340,2.2,4.9,.449,.480,3.4,4.3,.791,1.0,2.5,3.5,5.1,2.4,1.0,3.5,3.1,12.9
195,187,Jabari Smith Jr.,PF,22,HOU,6,6,42.0,5.5,14.2,.388,3.2,8.5,.373,2.3,5.7,.412,.500,3.3,4.3,.769,2.0,6.5,8.5,1.8,1.0,0.7,1.0,2.8,17.5
196,188,Nick Smith Jr.,SG,21,LAL,6,0,3.0,1.0,2.3,.429,0.5,1.2,.429,0.5,1.2,.429,.536,0.2,0.3,.500,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.0,2.7
197,189,Tolu Smith,PF,25,DET,3,0,2.3,0.7,0.7,1.000,0.0,0.0,,0.7,0.7,1.000,1.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.3,0.0,0.3,0.0,1.3
198,190,Jeremy Sochan,PF,22,NYK,8,0,3.3,0.9,1.1,.778,0.1,0.3,.500,0.8,0.9,.857,.833,0.6,1.0,.625,0.1,0.5,0.6,0.3,0.1,0.1,0.1,0.3,2.5
199,191,Isaiah Stewart,C,24,DET,14,0,11.8,1.4,2.4,.588,0.3,0.6,.500,1.1,1.9,.615,.647,0.9,1.2,.706,0.9,1.5,2.4,0.2,0.1,1.0,0.6,2.6,4.0
200,192,Julian Strawther,SG,23,DEN,2,0,9.0,1.0,3.5,.286,0.5,1.5,.333,0.5,2.0,.250,.357,0.5,1.0,.500,0.5,1.0,1.5,0.0,0.0,0.0,1.0,1.0,3.0
201,193,Max Strus,SF,29,CLE,18,4,26.7,3.1,7.7,.406,2.1,5.9,.358,1.0,1.8,.563,.543,1.2,1.3,.917,1.6,3.3,4.8,2.1,0.8,0.2,1.3,3.3,9.6
202,194,Jalen Suggs,PG,24,ORL,7,7,35.4,3.7,12.4,.299,1.9,7.7,.241,1.9,4.7,.394,.374,1.9,2.0,.929,0.7,3.3,4.0,4.1,1.9,0.6,3.0,3.9,11.1
203,195,Jae'Sean Tate,SF,30,HOU,5,0,6.0,0.6,2.0,.300,0.0,0.8,.000,0.6,1.2,.500,.300,0.8,1.2,.667,1.2,0.8,2.0,0.0,0.2,0.0,0.0,1.6,2.0
204,196,Jayson Tatum,PF,27,BOS,6,6,36.3,8.0,16.8,.475,3.2,8.7,.365,4.8,8.2,.592,.569,4.2,5.3,.781,1.0,9.7,10.7,6.8,1.2,0.0,2.8,1.8,23.3
205,197,Garrett Temple,SG,39,TOR,2,0,1.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
206,198,Dalen Terry,SG,23,PHI,7,0,5.6,0.6,1.9,.308,0.3,0.7,.400,0.3,1.1,.250,.385,0.4,1.0,.429,0.0,0.6,0.6,1.0,0.7,0.0,0.3,0.4,1.9
207,199,Adou Thiero,SF,21,LAL,6,0,5.7,0.5,1.0,.500,0.0,0.3,.000,0.5,0.7,.750,.500,0.5,1.0,.500,0.8,1.2,2.0,0.2,0.0,0.0,0.7,0.8,1.5
208,200,Amen Thompson,PG,23,HOU,6,6,44.0,7.0,14.3,.488,0.3,1.3,.250,6.7,13.0,.513,.500,4.8,6.8,.707,2.5,4.5,7.0,5.7,2.0,1.2,2.5,3.2,19.2
209,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
210,201,Ausar Thompson,SF,23,DET,14,14,30.5,3.5,6.9,.505,0.1,0.5,.143,3.4,6.4,.533,.510,1.1,2.2,.516,3.2,4.6,7.9,3.1,2.0,1.8,1.6,2.9,8.2
211,202,Matisse Thybulle,SG,28,POR,4,0,13.3,0.5,3.5,.143,0.3,2.8,.091,0.3,0.8,.333,.179,0.5,0.5,1.000,0.3,1.8,2.0,1.0,0.8,0.8,0.0,0.8,1.8
212,203,Nae'Qwan Tomlin,PF,25,CLE,7,0,2.7,0.6,0.9,.667,0.0,0.0,,0.6,0.9,.667,.667,0.1,0.3,.500,0.6,0.1,0.7,0.3,0.1,0.0,0.1,0.4,1.3
213,204,Nikola Topić,PG,20,OKC,9,0,2.4,0.2,0.7,.333,0.0,0.2,.000,0.2,0.4,.500,.333,0.0,0.0,,0.0,0.2,0.2,0.3,0.2,0.0,0.2,0.1,0.4
214,205,Karl-Anthony Towns,C,30,NYK,19,19,30.4,5.4,9.8,.551,1.4,3.0,.456,4.1,6.8,.592,.620,3.7,4.1,.909,2.5,8.1,10.6,4.9,1.3,1.3,2.6,4.1,15.9
215,206,Jaylon Tyson,SG,23,CLE,17,0,12.7,1.5,4.1,.362,0.5,2.2,.237,0.9,1.8,.516,.428,0.6,0.9,.667,0.8,2.0,2.8,1.3,0.2,0.1,0.6,1.5,4.1
216,207,Jonas Valančiūnas,C,33,DEN,4,0,6.3,1.3,1.8,.714,0.0,0.0,,1.3,1.8,.714,.714,0.3,0.5,.500,0.8,1.5,2.3,0.3,0.0,0.3,1.3,2.8,2.8
217,208,Jarred Vanderbilt,PF,26,LAL,7,0,10.7,1.3,3.1,.409,0.1,1.3,.111,1.1,1.9,.615,.432,0.1,0.4,.333,0.7,2.7,3.4,0.3,0.3,0.0,0.1,1.7,2.9
218,209,Devin Vassell,SG,25,SAS,23,23,34.8,4.6,10.6,.432,2.4,6.4,.378,2.1,4.1,.516,.547,1.4,1.7,.821,0.8,4.5,5.3,2.7,1.3,0.7,1.0,2.0,13.0
219,210,Gabe Vincent,PG,29,ATL,6,0,15.5,1.3,3.7,.364,1.0,3.0,.333,0.3,0.7,.500,.500,0.7,0.8,.800,0.5,0.0,0.5,1.2,0.3,0.2,0.5,1.7,4.3
220,211,Nikola Vučević,C,35,BOS,6,0,19.0,2.3,6.2,.378,1.2,4.0,.292,1.2,2.2,.538,.473,0.3,0.7,.500,0.8,3.5,4.3,2.3,0.2,0.5,1.3,2.5,6.2
221,212,Dean Wade,PF,29,CLE,18,14,22.6,1.7,3.6,.462,1.0,2.7,.375,0.7,0.9,.706,.600,0.1,0.2,.333,1.3,2.6,3.9,0.8,0.7,0.1,0.6,1.2,4.4
222,213,Franz Wagner,SF,24,ORL,4,4,30.5,6.3,14.3,.439,0.8,2.3,.333,5.5,12.0,.458,.465,3.5,3.8,.933,1.0,4.5,5.5,3.5,2.8,0.3,1.5,2.0,16.8
223,214,Moritz Wagner,C,28,ORL,2,0,6.5,0.5,2.0,.250,0.5,0.5,1.000,0.0,1.5,.000,.375,1.0,1.0,1.000,0.5,1.0,1.5,0.0,0.0,0.0,0.5,1.5,2.5
224,215,Jabari Walker,PF,23,PHI,6,0,4.8,0.2,1.7,.100,0.0,0.8,.000,0.2,0.8,.200,.100,0.3,0.3,1.000,0.3,0.7,1.0,0.0,0.0,0.0,0.2,0.5,0.7
225,216,Cason Wallace,SG,22,OKC,15,2,24.9,3.1,6.4,.479,2.0,4.1,.484,1.1,2.3,.471,.635,0.5,0.5,.875,1.3,2.5,3.8,2.4,2.1,0.5,0.7,2.0,8.6
226,217,Keaton Wallace,PG,26,ATL,3,0,5.0,0.7,2.7,.250,0.0,1.0,.000,0.7,1.7,.400,.250,0.7,0.7,1.000,0.0,1.0,1.0,1.0,0.3,0.0,0.0,0.3,2.0
227,218,Jordan Walsh,PF,21,BOS,7,0,12.7,0.6,2.7,.211,0.3,1.7,.167,0.3,1.0,.286,.263,0.3,0.9,.333,0.9,1.7,2.6,1.0,0.6,0.3,0.0,0.7,1.7
228,219,Ja'Kobe Walter,SG,21,TOR,7,5,32.0,3.6,9.6,.373,2.4,7.4,.327,1.1,2.1,.533,.500,1.6,1.7,.917,0.3,2.9,3.1,1.4,2.0,0.3,0.6,2.9,11.1
229,220,Lindy Waters III,SG,28,SAS,9,0,3.8,0.7,1.4,.462,0.3,0.9,.375,0.3,0.6,.600,.577,0.0,0.0,,0.3,0.3,0.7,0.4,0.1,0.0,0.1,0.2,1.7
230,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
231,221,Trendon Watford,PF,25,PHI,7,0,5.7,1.0,1.6,.636,0.0,0.1,.000,1.0,1.4,.700,.636,0.9,1.1,.750,0.0,0.4,0.4,0.4,0.4,0.0,0.3,0.3,2.9
232,222,Victor Wembanyama,C,22,SAS,22,22,34.1,8.0,16.5,.485,1.8,5.2,.342,6.2,11.3,.550,.539,6.0,7.1,.847,2.5,8.4,10.9,2.7,1.0,3.5,2.7,2.5,23.8
233,223,Blake Wesley,SG,22,POR,4,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.3,0.5,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3
234,224,Derrick White,SG,31,BOS,7,7,35.9,3.7,11.6,.321,2.1,7.9,.273,1.6,3.7,.423,.414,1.6,1.9,.846,1.4,1.9,3.3,3.1,0.9,1.4,1.6,1.7,11.1
235,225,Aaron Wiggins,SG,27,OKC,13,0,5.8,0.7,1.9,.360,0.1,0.7,.111,0.6,1.2,.500,.380,0.0,0.0,,0.1,0.3,0.4,0.4,0.1,0.1,0.3,0.3,1.5
236,226,Amari Williams,PF,24,BOS,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,1.0,2.0,.500,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
237,227,Jalen Williams,SG,24,OKC,5,4,21.4,5.8,11.2,.518,1.0,2.4,.417,4.8,8.8,.545,.563,1.8,2.4,.750,1.0,2.2,3.2,2.8,1.0,0.4,1.2,1.0,14.4
238,228,Jaylin Williams,PF,23,OKC,15,0,16.0,1.7,4.3,.400,1.2,3.3,.360,0.5,1.0,.533,.538,0.3,0.4,.667,0.5,3.7,4.1,1.5,0.5,0.2,0.4,2.1,4.9
239,229,Kenrich Williams,PF,31,OKC,11,0,6.5,1.1,2.8,.387,0.5,1.7,.316,0.5,1.1,.500,.484,0.4,0.4,1.000,0.5,1.3,1.8,0.5,0.1,0.0,0.2,0.6,3.1
240,230,Robert Williams,C,28,POR,5,0,21.6,4.4,7.0,.629,0.6,1.8,.333,3.8,5.2,.731,.671,0.2,0.6,.333,3.2,4.2,7.4,2.6,0.6,1.2,0.4,1.0,9.6
