,Rk,Player,Pos,Age,Tm,Games,Games Started,Minutes Played,Field Goals Per 100 Team Possessions,Field Goal Attempts Per 100 Team Possessions,Field Goal Percentage,3-Point Field Goals Per 100 Team Possesssions,3-Point Field Goal Attempts Per 100 Team Possessions,3-Point Field Goal Percentage,2-Point Field Goals Per 100 Team Possessions,2-Point Field Goal Attempts Per 100 Team Possessions,2-Point Field Goal Percentage,Free Throws Per 100 Team Possessions,Free Throw Attempts Per 100 Team Possessions,Free Throw Percentage,Offensive Rebounds Per 100 Team Possessions,Defensive Rebounds Per 100 Team Possessions,Total Rebounds Per 100 Team Possessions,Assists Per 100 Team Possessions,Steals Per 100 Team Possessions,Blocks Per 100 Team Possessions,Turnovers Per 100 Team Possessions,Personal Fouls Per 100 Team Possessions,Points Per 100 Team Possessions,Unnamed: 30,Offensive Rating,Defensive Rating,Season
821,205,Deron Williams,PG,30,BRK,6,6,192,7.2,18.4,.391,2.9,6.9,.423,4.3,11.4,.372,1.6,1.9,.857,0.8,9.0,9.8,8.8,2.1,0.0,4.3,4.8,18.9,,95,105,2014-2015
822,206,Lou Williams,SG,28,TOR,4,0,102,8.0,25.4,.314,2.0,10.5,.190,6.0,14.9,.400,7.5,9.0,.833,1.0,2.5,3.5,2.5,3.0,0.0,1.5,4.5,25.4,,91,114,2014-2015
823,207,Thaddeus Young,PF,26,BRK,6,6,190,7.8,17.7,.439,0.0,1.1,.000,7.8,16.7,.468,1.3,3.2,.417,4.6,7.0,11.6,4.3,1.3,0.3,3.8,4.0,16.9,,90,108,2014-2015
824,208,Tyler Zeller,C,25,BOS,4,4,90,8.6,16.6,.517,0.0,0.0,0,8.6,16.6,.517,2.3,2.9,.800,1.1,9.1,10.3,1.1,1.1,0.6,2.3,2.9,19.4,,100,110,2014-2015
825,1,Steven Adams,C,22,OKC,18,18,553,6.2,10.1,.613,0.0,0.1,.000,6.2,10.0,.618,4.2,6.7,.630,5.7,9.9,15.6,1.2,0.8,1.3,1.5,5.0,16.6,,131,106,2015-2016
826,2,Cole Aldrich,C,27,LAC,6,0,77,6.7,10.0,.667,0.0,0.0,0,6.7,10.0,.667,2.0,4.0,.500,5.3,14.6,20.0,2.0,4.0,2.0,1.3,7.3,15.3,,131,92,2015-2016
827,3,LaMarcus Aldridge,PF,30,SAS,10,10,337,13.6,26.2,.521,0.3,0.3,1.000,13.3,25.9,.515,6.4,7.1,.891,3.4,9.5,12.9,1.6,0.6,2.2,1.7,2.8,34.0,,117,102,2015-2016
828,4,Lavoy Allen,PF,26,IND,6,3,51,3.2,10.6,.300,0.0,0.0,0,3.2,10.6,.300,0.0,0.0,0,4.2,10.6,14.8,2.1,1.1,1.1,1.1,2.1,6.4,,85,102,2015-2016
829,5,Tony Allen,SG,34,MEM,4,2,94,5.7,18.9,.303,0.6,4.0,.143,5.2,14.9,.346,5.2,7.5,.692,3.4,2.9,6.3,1.7,2.9,1.1,3.4,6.3,17.2,,81,115,2015-2016
830,6,Al-Farouq Aminu,SF,25,POR,11,11,372,7.5,17.2,.438,3.8,9.4,.400,3.8,7.8,.483,2.8,3.9,.724,3.1,9.7,12.7,2.7,1.1,1.3,2.8,4.2,21.6,,110,109,2015-2016
831,7,Chris Andersen,C,37,MEM,4,2,79,3.4,8.2,.417,0.0,0.0,0,3.4,8.2,.417,3.4,5.5,.625,8.9,12.3,21.1,2.0,1.4,2.0,3.4,2.7,10.2,,99,112,2015-2016
832,8,Justin Anderson,SF,22,DAL,5,1,95,9.4,20.4,.459,2.2,7.2,.308,7.2,13.2,.542,5.0,7.7,.643,5.0,6.1,11.0,3.9,2.2,1.7,2.8,6.6,25.9,,110,119,2015-2016
833,9,Kyle Anderson,SF,22,SAS,10,0,129,3.2,10.1,.320,0.4,1.2,.333,2.8,8.9,.318,2.4,2.8,.857,0.8,8.9,9.7,2.8,2.4,1.2,1.6,4.5,9.3,,87,99,2015-2016
834,10,Trevor Ariza,SF,30,HOU,5,5,181,3.5,13.7,.255,1.1,7.5,.143,2.4,6.2,.391,0.8,1.1,.750,1.9,3.8,5.7,1.1,3.5,0.3,3.2,4.3,8.9,,63,110,2015-2016
835,11,Jeff Ayres,C,28,LAC,2,0,2,25.6,25.6,1.000,0.0,0.0,0,25.6,25.6,1.000,25.6,25.6,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.8,,222,116,2015-2016
836,12,Leandro Barbosa,SG,33,GSW,23,0,254,9.9,17.1,.580,2.1,5.5,.393,7.8,11.7,.667,3.1,4.1,.762,2.1,3.1,5.3,2.9,2.1,0.2,2.1,4.7,25.1,,125,109,2015-2016
837,13,J.J. Barea,PG,31,DAL,4,2,100,5.7,17.8,.324,0.5,4.2,.125,5.2,13.6,.385,1.0,1.0,1.000,0.0,3.1,3.1,10.5,0.0,0.0,5.7,4.2,13.1,,73,128,2015-2016
838,14,Harrison Barnes,SF,23,GSW,24,23,743,5.5,14.2,.385,1.7,5.1,.342,3.7,9.1,.409,1.7,2.3,.765,1.8,5.7,7.5,2.0,1.1,0.3,1.2,3.1,14.4,,101,109,2015-2016
839,15,Matt Barnes,SF,35,MEM,4,4,139,6.2,17.8,.348,1.2,7.0,.167,5.0,10.9,.464,3.1,3.9,.800,1.9,9.3,11.2,4.3,1.6,0.4,5.0,5.0,16.7,,81,115,2015-2016
840,16,Nicolas Batum,SF,27,CHO,5,2,144,6.2,16.5,.378,2.2,8.1,.273,4.0,8.4,.478,6.2,7.3,.850,0.7,5.9,6.6,3.7,0.7,0.0,2.9,2.2,20.9,,100,112,2015-2016
841,17,Aron Baynes,C,29,DET,4,0,44,5.0,11.3,.444,0.0,0.0,0,5.0,11.3,.444,2.5,3.8,.667,3.8,6.3,10.0,2.5,0.0,0.0,3.8,5.0,12.6,,91,124,2015-2016
842,18,Kent Bazemore,SF,26,ATL,10,10,325,6.8,18.7,.364,2.5,9.4,.262,4.3,9.3,.467,2.3,3.4,.682,1.2,8.9,10.2,2.9,2.2,0.9,1.5,2.2,18.4,,94,103,2015-2016
843,19,Michael Beasley,PF,27,HOU,5,0,80,13.4,28.1,.478,1.2,3.7,.333,12.2,24.4,.500,3.7,4.3,.857,2.4,10.4,12.8,1.8,0.6,0.0,4.3,4.9,31.7,,99,113,2015-2016
844,20,Patrick Beverley,PG,27,HOU,5,5,129,3.8,14.0,.270,1.1,5.3,.214,2.6,8.7,.304,2.3,2.3,1.000,1.5,6.8,8.3,4.2,0.8,0.8,1.5,6.4,11.0,,88,114,2015-2016
845,21,Bismack Biyombo,C,23,TOR,20,10,506,4.2,7.3,.580,0.0,0.0,0,4.2,7.3,.580,4.6,7.6,.597,5.6,14.2,19.8,0.8,0.8,2.9,2.2,5.1,13.0,,119,103,2015-2016
846,22,Steve Blake,PG,35,DET,4,0,43,1.3,6.4,.200,1.3,2.6,.500,0.0,3.9,.000,1.3,2.6,.500,0.0,5.1,5.1,12.9,0.0,0.0,6.4,9.0,5.1,,75,124,2015-2016
847,23,Andrew Bogut,C,31,GSW,22,22,365,6.5,10.4,.623,0.0,0.3,.000,6.5,10.2,.640,0.7,1.9,.357,6.4,10.6,16.9,4.1,1.9,4.7,2.6,9.8,13.7,,122,99,2015-2016
848,24,Avery Bradley,SG,25,BOS,1,1,33,10.4,23.7,.438,1.5,10.4,.143,8.9,13.3,.667,4.4,4.4,1.000,3.0,1.5,4.4,1.5,1.5,1.5,1.5,3.0,26.6,,105,103,2015-2016
849,25,Corey Brewer,SF,29,HOU,5,1,77,4.4,17.1,.259,0.6,6.3,.100,3.8,10.8,.353,4.4,5.1,.875,1.9,2.5,4.4,5.1,0.0,0.6,3.8,8.2,13.9,,79,118,2015-2016
850,26,Reggie Bullock,SF,24,DET,2,0,22,12.6,15.1,.833,5.0,7.5,.667,7.5,7.5,1.000,0.0,0.0,0,0.0,5.0,5.0,7.5,2.5,0.0,0.0,5.0,30.1,,197,119,2015-2016
851,27,Kentavious Caldwell-Pope,SG,22,DET,4,4,161,7.6,17.2,.440,4.1,9.3,.444,3.4,7.9,.435,1.7,2.4,.714,0.7,5.1,5.8,3.8,2.4,0.3,0.7,2.4,20.9,,117,119,2015-2016
852,28,Clint Capela,C,21,HOU,5,0,43,3.4,10.2,.333,0.0,0.0,0,3.4,10.2,.333,2.3,5.7,.400,9.1,13.6,22.7,2.3,3.4,2.3,3.4,5.7,9.1,,84,103,2015-2016
853,29,DeMarre Carroll,SF,29,TOR,20,19,596,5.6,14.3,.390,2.3,7.1,.329,3.2,7.2,.450,2.4,3.2,.750,2.1,5.2,7.3,1.5,1.6,0.6,1.6,5.6,15.9,,104,109,2015-2016
854,30,Vince Carter,SG,39,MEM,4,4,91,8.9,19.5,.455,4.1,5.9,.700,4.7,13.6,.348,4.7,4.7,1.000,3.0,5.9,8.9,3.0,1.2,0.6,1.8,5.3,26.6,,126,118,2015-2016
855,31,Ian Clark,SG,24,GSW,16,0,154,8.4,17.0,.491,1.9,5.8,.333,6.4,11.2,.571,2.6,3.2,.800,0.6,4.8,5.5,5.1,2.6,0.0,2.9,5.8,21.2,,109,107,2015-2016
856,32,Nick Collison,PF,35,OKC,9,0,79,2.6,3.8,.667,0.0,0.0,0,2.6,3.8,.667,0.6,1.3,.500,1.9,5.1,7.0,3.2,5.1,0.0,0.6,10.8,5.7,,140,101,2015-2016
857,33,Pat Connaughton,SG,23,POR,6,0,8,18.7,31.2,.600,12.5,18.7,.667,6.2,12.5,.500,0.0,0.0,0,0.0,6.2,6.2,0.0,0.0,0.0,0.0,0.0,49.9,,144,116,2015-2016
858,34,Allen Crabbe,SG,23,POR,11,0,302,6.3,12.1,.521,2.5,5.8,.429,3.8,6.3,.605,2.3,3.1,.737,0.8,4.5,5.3,2.5,1.2,0.2,1.0,3.8,17.3,,129,114,2015-2016
859,35,Jamal Crawford,SG,35,LAC,6,1,199,10.0,26.5,.379,1.0,5.4,.190,9.0,21.1,.427,5.7,6.4,.880,0.5,2.8,3.3,3.3,2.6,0.0,2.3,2.3,26.8,,94,107,2015-2016
860,36,Jae Crowder,SF,25,BOS,6,6,197,5.0,17.8,.278,2.5,10.2,.244,2.5,7.7,.323,1.7,2.7,.636,1.2,8.4,9.7,3.2,2.2,0.7,1.7,4.2,14.1,,80,99,2015-2016
861,37,Stephen Curry,PG,27,GSW,18,17,614,11.9,27.2,.438,6.4,16.0,.404,5.5,11.3,.486,6.1,6.7,.916,1.1,6.8,8.0,7.5,2.1,0.4,6.0,3.1,36.4,,109,106,2015-2016
862,38,Troy Daniels,SG,24,CHO,4,0,18,2.9,23.4,.125,0.0,8.8,.000,2.9,14.7,.200,0.0,0.0,0,0.0,5.9,5.9,0.0,0.0,0.0,0.0,5.9,5.9,,27,113,2015-2016
863,39,Ed Davis,PF,26,POR,11,0,205,5.1,9.7,.525,0.0,0.5,.000,5.1,9.2,.553,4.6,8.0,.576,6.3,11.9,18.2,3.4,0.5,1.7,2.4,8.0,14.8,,118,108,2015-2016
864,40,Matthew Dellavedova,PG,25,CLE,20,0,241,5.7,16.3,.351,1.8,6.8,.258,4.0,9.4,.419,4.0,5.3,.750,0.9,2.4,3.3,12.3,0.2,0.2,3.1,6.8,17.1,,110,113,2015-2016
865,41,Luol Deng,PF,30,MIA,14,14,495,7.0,14.8,.471,2.6,6.1,.421,4.4,8.7,.506,3.4,4.1,.842,2.0,6.9,8.9,2.4,1.4,1.0,2.5,2.6,20.0,,115,102,2015-2016
866,42,DeMar DeRozan,SG,26,TOR,20,20,746,11.3,28.6,.394,0.3,1.9,.154,11.0,26.8,.411,7.2,8.8,.813,0.9,5.0,6.0,3.9,1.6,0.2,3.2,3.7,30.1,,96,110,2015-2016
867,43,Boris Diaw,PF,33,SAS,9,0,159,6.9,15.1,.457,0.7,2.0,.333,6.2,13.1,.475,1.0,1.3,.750,0.7,5.6,6.2,6.9,0.7,1.3,2.0,3.0,15.4,,104,106,2015-2016
868,44,Spencer Dinwiddie,PG,22,DET,1,0,2,27.6,27.6,1.000,0.0,0.0,0,27.6,27.6,1.000,0.0,0.0,0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,0.0,55.3,,205,128,2015-2016
869,45,Goran Dragić,PG,29,MIA,14,14,472,10.3,23.2,.442,1.8,5.2,.348,8.5,18.0,.469,3.7,4.8,.767,1.2,6.5,7.8,6.1,0.7,0.3,3.5,5.2,26.1,,103,105,2015-2016
870,46,Andre Drummond,C,22,DET,4,4,131,11.8,22.8,.519,0.0,0.4,.000,11.8,22.4,.528,4.6,14.3,.324,5.1,10.1,15.2,0.0,0.4,2.5,1.7,3.4,28.3,,98,117,2015-2016
871,47,Tim Duncan,C,39,SAS,10,10,218,5.3,12.5,.423,0.0,0.0,0,5.3,12.5,.423,3.6,5.0,.714,2.4,9.1,11.5,3.4,0.5,3.1,2.4,4.3,14.1,,99,101,2015-2016
872,48,Kevin Durant,SF,27,OKC,18,18,726,12.2,28.3,.430,2.2,7.6,.282,10.0,20.6,.485,9.0,10.1,.890,0.9,8.0,8.9,4.2,1.3,1.3,4.5,2.6,35.5,,107,107,2015-2016
873,49,Monta Ellis,SG,30,IND,7,7,225,7.9,18.3,.434,1.7,5.0,.333,6.2,13.2,.473,1.9,2.4,.800,1.0,5.5,6.5,7.2,3.6,0.0,4.1,4.1,19.5,,98,102,2015-2016
874,50,Festus Ezeli,C,26,GSW,23,1,203,9.0,16.8,.536,0.0,0.0,0,9.0,16.8,.536,4.6,10.7,.432,5.6,9.3,14.9,1.9,0.2,1.7,3.4,8.3,22.7,,103,107,2015-2016
875,51,Jordan Farmar,PG,29,MEM,4,4,113,4.8,14.8,.323,1.9,5.7,.333,2.9,9.1,.316,1.4,1.4,1.000,0.0,2.9,2.9,7.6,1.4,0.5,4.8,1.9,12.9,,80,119,2015-2016
876,52,Raymond Felton,PG,31,DAL,5,4,172,9.7,21.0,.464,1.2,4.3,.286,8.5,16.7,.509,2.1,3.3,.636,0.6,6.4,7.0,7.0,1.8,0.0,3.6,4.3,22.8,,97,121,2015-2016
877,53,Randy Foye,SG,32,OKC,16,0,190,3.7,10.9,.341,2.1,6.9,.308,1.6,4.0,.400,1.1,1.1,1.000,0.5,4.8,5.3,3.4,0.5,0.8,2.9,4.8,10.6,,89,110,2015-2016
878,54,Enes Freedom,C,23,OKC,18,0,323,10.1,18.4,.551,0.3,2.2,.143,9.8,16.2,.606,5.9,7.0,.844,7.3,10.0,17.3,0.8,0.8,1.7,2.7,6.2,26.5,,125,106,2015-2016
879,55,Channing Frye,C,32,CLE,17,0,237,9.2,15.4,.594,5.8,10.3,.565,3.4,5.1,.652,1.3,1.6,.857,1.1,8.0,9.2,1.1,1.3,2.0,1.1,8.3,25.5,,147,105,2015-2016
880,56,Paul George,SF,25,IND,7,7,275,11.0,24.2,.455,3.5,8.4,.419,7.5,15.7,.475,12.0,12.6,.953,1.8,8.6,10.4,5.9,2.8,1.0,4.5,4.7,37.5,,121,101,2015-2016
881,57,Manu Ginóbili,SG,38,SAS,10,0,192,5.4,12.8,.426,2.4,5.7,.429,3.0,7.1,.423,4.9,6.3,.783,1.6,5.7,7.3,6.8,2.2,0.8,1.9,6.8,18.2,,122,102,2015-2016
882,58,Andrew Goudelock,PG,27,HOU,2,0,11,13.3,26.6,.500,0.0,4.4,.000,13.3,22.2,.600,0.0,0.0,0,0.0,8.9,8.9,0.0,0.0,0.0,13.3,0.0,26.6,,60,116,2015-2016
883,59,Danny Green,SG,28,SAS,10,10,267,5.9,12.5,.469,4.7,9.2,.511,1.2,3.3,.353,0.4,0.6,.667,0.0,6.1,6.1,1.4,4.1,1.6,1.2,3.9,16.8,,119,97,2015-2016
884,60,Draymond Green,PF,25,GSW,23,23,879,6.7,15.5,.431,2.1,5.9,.365,4.6,9.7,.471,4.4,6.0,.738,2.1,10.7,12.8,7.8,2.1,2.3,3.2,4.6,20.0,,113,101,2015-2016
885,61,Gerald Green,SG,30,MIA,12,0,110,7.7,23.7,.327,1.9,6.8,.286,5.8,16.9,.343,1.9,2.4,.800,1.0,7.3,8.2,0.5,1.9,0.5,1.0,6.8,19.4,,84,101,2015-2016
886,62,JaMychal Green,PF,25,MEM,4,0,72,9.0,16.5,.545,0.0,0.7,.000,9.0,15.7,.571,2.2,4.5,.500,3.7,7.5,11.2,2.2,2.2,3.7,3.0,9.0,20.2,,103,110,2015-2016
887,63,Jeff Green,SF,29,LAC,6,1,159,6.8,14.8,.457,1.3,3.2,.400,5.5,11.6,.472,4.8,8.1,.600,1.0,5.2,6.1,1.3,1.9,0.6,1.0,3.9,19.7,,110,106,2015-2016
888,64,Blake Griffin,PF,26,LAC,4,4,127,8.1,21.4,.377,0.4,0.8,.500,7.7,20.6,.373,7.7,10.1,.760,2.8,11.3,14.1,6.5,1.2,0.8,3.6,3.6,24.2,,98,103,2015-2016
889,65,Jorge Gutiérrez,PG,27,CHO,3,0,12,0.0,13.2,.000,0.0,0.0,0,0.0,13.2,.000,0.0,0.0,0,0.0,8.8,8.8,8.8,0.0,0.0,4.4,0.0,0.0,,23,112,2015-2016
890,66,P.J. Hairston,SF,23,MEM,2,0,22,4.9,14.7,.333,2.4,7.3,.333,2.4,7.3,.333,0.0,4.9,.000,0.0,0.0,0.0,0.0,2.4,0.0,2.4,2.4,12.2,,65,119,2015-2016
891,67,Tyler Hansbrough,PF,30,CHO,2,0,6,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,117,2015-2016
892,68,Tim Hardaway Jr.,SG,23,ATL,9,0,87,4.0,15.0,.269,1.2,8.1,.143,2.9,6.9,.417,2.3,3.5,.667,0.0,5.2,5.2,4.0,0.0,0.6,1.7,1.2,11.5,,77,111,2015-2016
893,69,James Harden,SG,26,HOU,5,5,193,10.4,25.3,.410,3.3,10.6,.310,7.1,14.7,.483,9.6,11.4,.844,1.8,4.8,6.6,9.6,3.0,0.3,6.6,3.3,33.6,,107,111,2015-2016
894,70,Maurice Harkless,SF,22,POR,11,11,272,8.6,20.2,.427,2.8,8.1,.341,5.9,12.1,.485,2.2,4.6,.480,4.0,6.2,10.3,1.3,1.8,0.6,2.0,7.0,22.2,,103,110,2015-2016
895,71,Montrezl Harrell,PF,22,HOU,2,0,12,4.1,12.2,.333,0.0,4.1,.000,4.1,8.1,.500,4.1,8.1,.500,0.0,8.1,8.1,0.0,0.0,0.0,4.1,4.1,12.2,,66,116,2015-2016
896,72,Devin Harris,PG,32,DAL,5,0,121,6.5,13.0,.500,1.7,5.6,.308,4.8,7.3,.647,2.2,4.3,.500,0.4,5.6,6.0,3.5,1.3,0.0,1.3,6.9,16.8,,111,123,2015-2016
897,73,Tobias Harris,PF,23,DET,4,4,156,7.4,16.3,.457,1.4,4.3,.333,6.0,12.0,.500,4.3,4.6,.923,2.1,11.3,13.5,4.3,1.1,1.1,2.1,3.9,20.5,,113,117,2015-2016
898,74,Aaron Harrison,SG,21,CHO,2,0,7,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,7.5,7.5,0.0,0.0,0.0,0.0,7.5,0.0,,,112,2015-2016
899,75,Udonis Haslem,PF,35,MIA,9,0,85,5.0,9.4,.533,0.0,0.0,0,5.0,9.4,.533,3.1,4.4,.714,6.9,12.5,19.4,2.5,0.0,0.6,4.4,8.1,13.2,,106,102,2015-2016
900,76,Spencer Hawes,PF,27,CHO,5,0,53,6.0,12.9,.462,1.0,4.0,.250,5.0,9.0,.556,5.0,6.0,.833,3.0,12.9,15.9,3.0,1.0,2.0,4.0,5.0,17.9,,102,105,2015-2016
901,77,Gerald Henderson,SG,28,POR,11,0,234,6.4,17.5,.366,1.5,4.1,.368,4.9,13.4,.365,1.9,2.6,.750,1.3,6.2,7.5,3.6,1.3,0.6,1.1,4.5,16.2,,99,112,2015-2016
902,78,George Hill,PG,29,IND,7,7,235,7.4,13.1,.561,3.0,6.2,.481,4.4,6.9,.633,4.1,5.1,.818,1.4,3.0,4.4,3.4,1.4,0.2,1.8,3.7,21.8,,135,109,2015-2016
903,79,Jordan Hill,C,28,IND,5,0,15,0.0,10.8,.000,0.0,0.0,0,0.0,10.8,.000,0.0,0.0,0,7.2,14.4,21.6,7.2,0.0,0.0,0.0,3.6,0.0,,72,102,2015-2016
904,80,Solomon Hill,SF,24,IND,7,0,198,3.8,8.5,.452,3.0,5.2,.579,0.8,3.3,.250,4.1,4.4,.938,1.4,6.3,7.6,2.2,0.5,0.0,0.8,5.5,14.7,,143,108,2015-2016
905,81,Kirk Hinrich,PG,35,ATL,6,0,27,3.7,13.0,.286,1.9,5.6,.333,1.9,7.4,.250,0.0,0.0,0,0.0,7.4,7.4,5.6,0.0,0.0,0.0,3.7,9.3,,93,110,2015-2016
906,82,John Holland,SF,27,BOS,1,0,1,0.0,48.8,.000,0.0,48.8,.000,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,110,2015-2016
907,83,Al Horford,C,29,ATL,10,10,327,8.3,17.8,.466,1.7,4.3,.393,6.6,13.5,.489,2.3,2.5,.938,2.0,8.0,10.0,4.6,1.8,3.7,2.6,3.8,20.6,,107,101,2015-2016
908,84,Dwight Howard,C,30,HOU,5,5,180,7.0,13.0,.542,0.0,0.3,.000,7.0,12.7,.553,3.8,10.3,.368,7.0,11.9,19.0,2.2,1.1,1.9,3.3,5.7,17.9,,100,109,2015-2016
909,85,Josh Huestis,PF,24,OKC,2,0,10,5.0,15.1,.333,5.0,10.1,.500,0.0,5.0,.000,0.0,0.0,0,5.0,10.1,15.1,0.0,0.0,0.0,0.0,5.0,15.1,,122,110,2015-2016
910,86,Kris Humphries,PF,30,ATL,4,0,56,11.6,25.1,.464,4.5,9.0,.500,7.2,16.1,.444,5.4,5.4,1.000,7.2,14.3,21.5,3.6,1.8,4.5,1.8,8.1,33.1,,125,96,2015-2016
911,87,R.J. Hunter,SG,22,BOS,5,0,41,2.4,10.7,.222,1.2,6.0,.200,1.2,4.8,.250,0.0,0.0,0,1.2,6.0,7.1,3.6,0.0,1.2,1.2,3.6,6.0,,70,105,2015-2016
912,88,Serge Ibaka,PF,26,OKC,18,18,602,7.1,13.7,.521,2.6,5.8,.449,4.5,7.9,.574,1.3,1.7,.750,1.9,7.5,9.5,0.8,1.2,2.0,0.8,4.3,18.1,,129,106,2015-2016
913,89,Andre Iguodala,SF,32,GSW,24,3,767,5.0,10.6,.476,1.6,4.2,.385,3.4,6.4,.535,2.1,3.7,.561,2.3,4.5,6.8,5.8,1.9,0.6,1.5,2.4,13.7,,122,108,2015-2016
914,90,Kyrie Irving,PG,23,CLE,21,21,774,13.7,28.9,.475,3.5,7.9,.440,10.3,21.0,.489,5.3,6.0,.875,1.0,3.2,4.2,6.7,2.5,0.9,3.3,3.1,36.3,,117,107,2015-2016
915,91,Reggie Jackson,PG,25,DET,4,4,147,9.4,20.7,.455,1.1,6.8,.167,8.3,13.9,.595,1.5,1.5,1.000,0.8,4.1,4.9,13.9,2.3,0.8,3.8,3.8,21.4,,108,119,2015-2016
916,92,LeBron James,SF,31,CLE,21,21,822,14.1,26.9,.525,2.1,6.1,.340,12.0,20.8,.579,5.3,8.0,.661,2.7,10.2,12.9,10.3,3.2,1.7,4.8,3.5,35.6,,118,100,2015-2016
917,93,Al Jefferson,C,31,CHO,7,5,168,13.2,26.1,.506,0.0,0.0,0,13.2,26.1,.506,2.8,4.1,.692,4.4,9.1,13.5,2.5,1.3,0.9,1.9,3.8,29.2,,106,108,2015-2016
918,94,Richard Jefferson,SF,35,CLE,21,2,381,6.1,11.7,.524,1.5,3.9,.393,4.6,7.8,.589,2.1,2.8,.750,2.2,8.1,10.3,1.9,1.4,0.1,1.8,4.7,15.8,,120,107,2015-2016
919,95,Jonas Jerebko,PF,28,BOS,6,4,162,6.6,13.9,.478,2.1,6.6,.318,4.5,7.2,.625,1.2,1.5,.800,2.1,10.2,12.4,3.0,0.6,1.2,1.5,4.5,16.6,,111,101,2015-2016
920,96,Amir Johnson,PF,28,BOS,6,6,134,8.0,12.0,.667,0.0,0.7,.000,8.0,11.3,.710,2.6,3.3,.778,4.0,11.7,15.7,1.5,0.4,2.9,3.6,4.7,18.6,,112,98,2015-2016
921,97,James Johnson,PF,28,TOR,10,0,98,6.6,13.7,.480,2.2,4.9,.444,4.4,8.8,.500,1.1,1.6,.667,1.6,6.6,8.2,3.3,1.6,0.0,3.8,7.1,16.4,,99,109,2015-2016
922,98,Joe Johnson,SF,34,MIA,14,14,492,7.4,17.1,.430,1.4,5.0,.283,6.0,12.1,.491,2.3,2.6,.875,0.8,6.4,7.1,3.8,0.9,0.3,1.9,2.9,18.4,,103,104,2015-2016
923,99,Stanley Johnson,SF,19,DET,4,0,81,8.2,15.7,.522,4.1,6.8,.600,4.1,8.9,.462,1.4,1.4,1.000,0.0,10.9,10.9,0.0,0.7,0.0,2.0,6.8,21.8,,111,119,2015-2016
924,100,Tyler Johnson,SG,23,MIA,5,0,61,4.4,9.6,.455,2.6,5.2,.500,1.7,4.4,.400,7.0,9.6,.727,1.7,4.4,6.1,7.0,0.9,0.0,1.7,7.0,18.3,,138,106,2015-2016
925,101,Wesley Johnson,SF,28,LAC,6,0,77,3.3,9.3,.357,2.0,6.0,.333,1.3,3.3,.400,2.0,2.0,1.000,3.3,8.6,12.0,1.3,0.7,2.7,1.3,4.0,10.6,,110,104,2015-2016
926,102,Dahntay Jones,SF,35,CLE,15,0,50,6.4,13.8,.462,1.1,3.2,.333,5.3,10.6,.500,4.2,5.3,.800,0.0,7.4,7.4,2.1,1.1,1.1,1.1,3.2,18.0,,116,107,2015-2016
927,103,James Jones,SF,35,CLE,12,0,55,1.9,9.6,.200,1.0,6.7,.143,1.0,2.9,.333,1.0,3.9,.250,1.0,2.9,3.9,2.9,0.0,0.0,1.0,2.9,5.8,,70,114,2015-2016
928,104,DeAndre Jordan,C,27,LAC,6,6,198,6.2,9.8,.632,0.0,0.0,0,6.2,9.8,.632,5.7,15.3,.373,7.8,17.6,25.4,2.8,1.8,4.1,1.8,4.4,18.1,,117,93,2015-2016
929,105,Cory Joseph,SG,24,TOR,20,0,452,8.2,17.6,.466,0.9,2.8,.333,7.2,14.7,.492,2.8,3.8,.750,1.3,3.6,4.9,5.6,2.1,0.2,2.6,5.6,20.2,,106,109,2015-2016
930,106,Chris Kaman,C,33,POR,4,0,32,10.9,28.1,.389,0.0,0.0,0,10.9,28.1,.389,0.0,0.0,0,3.1,9.4,12.5,1.6,3.1,0.0,9.4,15.6,21.8,,64,105,2015-2016
931,107,Frank Kaminsky,C,22,CHO,7,5,190,3.9,12.8,.304,1.4,4.7,.294,2.5,8.1,.310,4.7,5.8,.810,0.8,7.5,8.3,2.2,1.7,1.4,0.6,4.2,13.9,,98,107,2015-2016
932,108,Kyle Korver,SG,34,ATL,10,8,316,5.6,11.9,.467,3.8,8.6,.444,1.7,3.3,.524,1.4,1.4,1.000,0.5,7.1,7.6,1.6,1.6,0.6,1.3,3.7,16.3,,119,106,2015-2016
933,109,Jeremy Lamb,SG,23,CHO,3,0,12,22.0,39.6,.556,4.4,4.4,1.000,17.6,35.2,.500,0.0,0.0,0,4.4,13.2,17.6,4.4,0.0,0.0,0.0,0.0,48.4,,121,109,2015-2016
934,110,Ty Lawson,PG,28,IND,7,0,74,4.4,13.1,.333,0.0,2.2,.000,4.4,11.0,.400,2.9,4.4,.667,0.7,4.4,5.1,7.3,2.2,0.0,4.4,5.8,11.7,,80,106,2015-2016
935,111,Courtney Lee,SG,30,CHO,7,7,257,4.3,10.5,.412,0.8,1.8,.444,3.5,8.6,.405,2.9,3.1,.933,1.0,3.1,4.1,1.8,1.2,0.6,1.0,3.9,12.3,,105,112,2015-2016
