,Rk,Player,Pos,Age,Tm,Games,Games Started,Minutes Played,Field Goals Per 100 Team Possessions,Field Goal Attempts Per 100 Team Possessions,Field Goal Percentage,3-Point Field Goals Per 100 Team Possesssions,3-Point Field Goal Attempts Per 100 Team Possessions,3-Point Field Goal Percentage,2-Point Field Goals Per 100 Team Possessions,2-Point Field Goal Attempts Per 100 Team Possessions,2-Point Field Goal Percentage,Free Throws Per 100 Team Possessions,Free Throw Attempts Per 100 Team Possessions,Free Throw Percentage,Offensive Rebounds Per 100 Team Possessions,Defensive Rebounds Per 100 Team Possessions,Total Rebounds Per 100 Team Possessions,Assists Per 100 Team Possessions,Steals Per 100 Team Possessions,Blocks Per 100 Team Possessions,Turnovers Per 100 Team Possessions,Personal Fouls Per 100 Team Possessions,Points Per 100 Team Possessions,Unnamed: 30,Offensive Rating,Defensive Rating,Season
2898,118,Pelle Larsson,SG,23,MIA,4,0,52,8.1,15.1,.533,3.0,8.1,.375,5.0,7.0,.714,1.0,3.0,.333,2.0,7.0,9.1,4.0,1.0,0.0,2.0,6.0,20.1,,118,138,2024-2025
2899,119,Alex Len,C,31,LAL,2,0,4,0.0,13.1,.000,0.0,0.0,0,0.0,13.1,.000,0.0,0.0,0,39.4,13.1,52.6,0.0,0.0,0.0,0.0,0.0,0.0,,127,116,2024-2025
2900,120,Kawhi Leonard,SF,33,LAC,7,7,265,13.0,24.1,.537,2.9,7.3,.405,10.0,16.9,.593,5.5,7.1,.778,2.2,8.2,10.4,6.5,1.6,1.0,2.9,2.4,34.4,,124,115,2024-2025
2901,121,Damian Lillard,PG,34,MIL,3,3,75,4.0,18.0,.222,2.0,10.6,.188,2.0,7.3,.273,4.0,4.7,.857,0.7,4.7,5.3,9.3,1.3,1.3,2.0,5.3,14.0,,91,120,2024-2025
2902,122,Chris Livingston,SF,21,MIL,2,0,5,0.0,10.0,.000,0.0,10.0,.000,0.0,0.0,0,0.0,0.0,0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,123,2024-2025
2903,123,Kevon Looney,C,28,GSW,12,0,120,4.3,9.8,.435,0.0,0.0,0,4.3,9.8,.435,2.6,3.4,.750,7.2,11.1,18.3,1.7,2.1,1.7,0.9,11.5,11.1,,124,108,2024-2025
2904,124,Brook Lopez,C,36,MIL,5,4,74,5.4,14.8,.364,2.7,10.1,.267,2.7,4.7,.571,3.4,3.4,1.000,2.0,3.4,5.4,2.7,0.7,3.4,2.7,7.4,16.8,,102,118,2024-2025
2905,125,Bennedict Mathurin,SF,22,IND,22,0,385,8.6,18.8,.459,2.3,7.6,.300,6.4,11.2,.568,11.3,13.1,.864,3.3,6.0,9.3,2.4,1.1,0.9,3.3,5.3,30.9,,121,115,2024-2025
2906,126,Miles McBride,SG,24,NYK,18,0,341,5.0,13.3,.378,3.2,8.7,.373,1.8,4.6,.387,2.1,2.5,.824,0.4,2.7,3.1,2.7,1.2,0.3,1.6,3.2,15.3,,109,118,2024-2025
2907,127,T.J. McConnell,PG,32,IND,23,0,402,11.5,21.3,.537,1.0,2.3,.421,10.5,19.0,.551,2.7,3.3,.815,1.5,7.7,9.1,11.3,2.4,0.2,5.4,3.2,26.6,,110,112,2024-2025
2908,128,Jaden McDaniels,PF,24,MIN,15,15,497,8.8,17.2,.515,2.1,5.6,.382,6.7,11.6,.579,2.5,2.8,.893,2.7,5.8,8.5,2.3,1.9,1.3,1.8,5.1,22.3,,122,111,2024-2025
2909,129,Sam Merrill,SG,28,CLE,8,3,159,4.7,12.5,.375,4.4,12.2,.359,0.3,0.3,1.000,0.6,0.9,.667,2.2,4.1,6.2,4.4,1.2,0.6,0.6,5.6,14.4,,131,114,2024-2025
2910,130,Jordan Miller,SF,25,LAC,3,0,13,12.0,28.0,.429,0.0,4.0,.000,12.0,24.0,.500,4.0,8.0,.500,0.0,8.0,8.0,16.0,12.0,0.0,0.0,0.0,28.0,,115,93,2024-2025
2911,131,Leonard Miller,SF,21,MIN,3,0,13,23.3,31.0,.750,3.9,3.9,1.000,19.4,27.2,.714,0.0,0.0,0,11.6,7.8,19.4,0.0,0.0,0.0,3.9,0.0,50.5,,140,116,2024-2025
2912,132,Patty Mills,PG,36,LAC,1,0,4,13.0,26.0,.500,13.0,13.0,1.000,0.0,13.0,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,39.0,,78,124,2024-2025
2913,133,Shake Milton,SG,28,LAL,2,0,4,0.0,13.1,.000,0.0,0.0,0,0.0,13.1,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,,0,126,2024-2025
2914,134,Josh Minott,SF,22,MIN,5,0,23,4.4,17.5,.250,2.2,13.2,.167,2.2,4.4,.500,0.0,0.0,0,0.0,0.0,0.0,4.4,0.0,2.2,4.4,2.2,11.0,,65,119,2024-2025
2915,135,Ajay Mitchell,SG,22,OKC,12,0,84,9.2,20.2,.457,2.9,7.5,.385,6.4,12.7,.500,2.3,2.9,.800,1.7,3.5,5.2,5.2,1.2,0.0,3.5,4.0,23.7,,107,113,2024-2025
2916,136,Davion Mitchell,PG,26,MIA,4,3,142,9.2,15.1,.610,2.6,5.2,.500,6.6,10.0,.667,1.1,2.6,.429,0.7,2.6,3.3,9.2,1.1,0.4,2.9,4.1,22.1,,129,140,2024-2025
2917,137,Donovan Mitchell,SG,28,CLE,9,9,288,14.8,33.4,.443,4.8,14.5,.333,10.0,19.0,.527,11.4,15.3,.742,1.9,5.3,7.2,6.0,2.9,0.5,2.9,3.1,45.8,,121,110,2024-2025
2918,138,Evan Mobley,PF,23,CLE,8,8,257,9.8,16.8,.586,2.7,6.0,.452,7.1,10.8,.661,4.1,4.8,.840,4.1,8.5,12.5,2.5,1.7,1.5,2.1,1.9,26.4,,138,110,2024-2025
2919,139,Moses Moody,SG,22,GSW,12,2,193,7.4,21.2,.350,4.0,11.9,.333,3.4,9.3,.371,3.7,4.5,.824,2.4,4.5,6.9,3.7,1.6,0.8,1.1,4.0,22.5,,110,115,2024-2025
2920,140,Ja Morant,PG,25,MEM,3,3,82,12.7,30.7,.415,2.3,9.3,.250,10.4,21.4,.486,4.1,6.4,.636,0.6,2.9,3.5,8.7,1.2,1.2,3.5,1.7,31.9,,99,122,2024-2025
2921,141,Jamal Murray,PG,27,DEN,14,14,578,9.6,21.7,.444,2.9,8.3,.354,6.7,13.4,.500,4.3,4.9,.875,0.8,5.1,5.9,6.3,1.5,1.0,3.8,2.7,26.5,,109,117,2024-2025
2922,142,Andrew Nembhard,SG,25,IND,23,23,769,6.7,14.2,.471,2.5,5.5,.465,4.1,8.7,.474,2.4,2.9,.804,0.9,3.8,4.7,6.8,2.2,0.3,2.7,4.0,18.3,,115,115,2024-2025
2923,143,Aaron Nesmith,SF,25,IND,23,23,650,7.5,16.0,.472,4.5,9.2,.492,3.0,6.8,.444,2.3,2.7,.861,2.0,7.8,9.8,2.0,1.5,1.4,1.7,7.2,21.9,,120,113,2024-2025
2924,144,Zeke Nnaji,PF,24,DEN,6,0,34,1.5,11.8,.125,1.5,8.8,.167,0.0,2.9,.000,5.9,10.3,.571,4.4,5.9,10.3,2.9,1.5,2.9,2.9,8.8,10.3,,80,113,2024-2025
2925,145,Chuma Okeke,PF,26,CLE,3,0,13,3.8,15.3,.250,3.8,15.3,.250,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,3.8,3.8,0.0,0.0,0.0,11.5,,98,112,2024-2025
2926,146,Isaac Okoro,SG,24,CLE,9,0,128,5.8,11.6,.500,2.3,6.2,.375,3.5,5.4,.643,1.9,3.1,.625,1.6,2.7,4.3,1.9,2.3,0.4,1.6,5.0,15.9,,121,113,2024-2025
2927,147,Cameron Payne,PG,30,NYK,14,0,102,5.9,18.2,.324,2.5,10.3,.238,3.4,7.9,.438,0.5,1.5,.333,0.0,3.9,3.9,4.4,2.5,0.5,3.4,10.8,14.8,,80,114,2024-2025
2928,148,Gary Payton II,SG,32,GSW,11,1,180,6.0,13.3,.447,2.6,6.5,.391,3.4,6.8,.500,0.0,0.0,0,2.8,4.0,6.8,4.5,2.8,0.0,1.7,6.0,14.5,,116,113,2024-2025
2929,149,Jalen Pickett,SG,25,DEN,8,0,57,4.4,13.2,.333,2.6,7.9,.333,1.8,5.3,.333,0.0,0.0,0,0.0,6.2,6.2,4.4,0.0,0.9,5.3,2.6,11.4,,73,119,2024-2025
2930,150,Scotty Pippen Jr.,PG,24,MEM,4,4,129,8.1,21.4,.379,3.7,10.3,.357,4.4,11.0,.400,7.0,7.0,1.000,1.5,6.6,8.1,5.2,1.5,0.4,5.2,7.0,26.9,,102,119,2024-2025
2931,151,Brandin Podziemski,SG,21,GSW,12,11,385,6.4,17.5,.364,2.9,8.9,.328,3.5,8.6,.400,2.3,3.2,.708,2.1,5.8,8.0,4.9,2.0,0.3,2.4,2.4,17.9,,102,114,2024-2025
2932,152,Craig Porter Jr.,PG,24,CLE,6,0,35,8.5,17.0,.500,0.0,4.3,.000,8.5,12.8,.667,0.0,0.0,0,4.3,4.3,8.5,12.8,4.3,2.8,2.8,2.8,17.0,,123,104,2024-2025
2933,153,Kevin Porter Jr.,SG,24,MIL,5,1,151,6.3,15.9,.396,2.3,5.0,.467,4.0,10.9,.364,3.6,4.3,.846,1.0,5.0,5.9,8.9,1.3,0.0,3.0,4.0,18.5,,111,122,2024-2025
2934,154,Michael Porter Jr.,SF,26,DEN,14,14,435,5.4,13.8,.392,2.8,8.1,.343,2.7,5.8,.460,1.2,1.6,.714,1.6,7.3,8.9,1.0,1.0,0.7,1.5,3.0,14.8,,103,117,2024-2025
2935,155,Bobby Portis,PF,29,MIL,5,1,158,9.5,21.5,.441,3.2,8.8,.357,6.3,12.6,.500,0.0,0.3,.000,2.5,10.4,12.9,2.2,0.6,0.6,1.9,2.5,22.1,,102,120,2024-2025
2936,156,Kristaps Porziņģis,C,29,BOS,11,7,231,5.7,17.9,.316,0.9,5.9,.154,4.8,12.0,.396,7.0,10.2,.689,4.8,6.8,11.6,1.8,2.3,2.0,2.3,5.9,19.3,,98,106,2024-2025
2937,157,Quinten Post,PF,24,GSW,12,2,146,5.6,16.8,.333,3.5,11.2,.313,2.1,5.6,.375,1.0,1.4,.750,2.1,7.7,9.8,4.2,1.0,1.0,2.1,7.0,15.7,,99,113,2024-2025
2938,158,Norman Powell,SG,31,LAC,7,7,238,9.2,19.5,.472,3.1,8.7,.350,6.1,10.7,.571,3.1,3.9,.778,0.2,3.5,3.7,3.7,1.7,0.4,2.6,3.3,24.5,,109,118,2024-2025
2939,159,Taurean Prince,SF,30,MIL,5,2,61,1.6,8.2,.200,1.6,7.4,.222,0.0,0.8,.000,0.0,0.0,0,0.0,4.1,4.1,6.5,1.6,0.8,4.1,2.5,4.9,,67,120,2024-2025
2940,160,Payton Pritchard,PG,27,BOS,11,0,302,7.8,17.2,.455,4.7,11.6,.403,3.1,5.6,.563,2.4,3.0,.824,1.6,2.8,4.3,3.0,1.0,0.0,1.6,3.3,22.7,,124,114,2024-2025
2941,161,Neemias Queta,C,25,BOS,4,0,13,20.2,24.2,.833,0.0,0.0,0,20.2,24.2,.833,0.0,0.0,0,8.1,0.0,8.1,8.1,4.0,0.0,0.0,8.1,40.3,,179,109,2024-2025
2942,162,Julius Randle,PF,30,MIN,15,15,533,10.9,21.7,.502,2.8,7.4,.385,8.0,14.3,.563,6.2,7.1,.880,2.6,5.8,8.3,7.0,1.1,0.2,4.6,4.3,30.9,,120,115,2024-2025
2943,163,Austin Reaves,SG,26,LAL,5,5,196,8.0,19.6,.411,4.0,12.6,.319,4.0,7.0,.577,1.6,1.9,.857,1.1,6.2,7.2,4.8,0.3,0.8,3.8,4.8,21.7,,100,120,2024-2025
2944,164,Paul Reed,C,25,DET,5,0,53,4.7,7.4,.625,0.0,0.0,0,4.7,7.4,.625,3.7,5.6,.667,6.5,7.4,14.0,0.9,4.7,2.8,4.7,7.4,13.0,,106,102,2024-2025
2945,165,Naz Reid,C,25,MIN,15,0,375,7.5,14.8,.509,3.4,8.5,.397,4.2,6.3,.660,2.6,3.4,.760,2.2,7.4,9.6,3.4,1.5,1.9,3.8,5.8,21.0,,113,111,2024-2025
2946,166,Duncan Robinson,SF,30,MIA,4,0,59,4.4,12.4,.357,3.5,10.6,.333,0.9,1.8,.500,2.7,3.5,.750,0.0,3.5,3.5,0.9,0.0,0.0,5.3,5.3,15.1,,78,142,2024-2025
2947,167,Mitchell Robinson,C,26,NYK,18,4,370,4.2,6.9,.608,0.0,0.0,0,4.2,6.9,.608,3.0,7.6,.393,9.1,8.1,17.2,1.0,2.3,1.9,1.8,5.2,11.4,,124,110,2024-2025
2948,168,Ryan Rollins,PG,22,MIL,3,1,30,6.7,21.6,.308,3.3,11.6,.286,3.3,10.0,.333,0.0,0.0,0,1.7,1.7,3.3,6.7,1.7,0.0,0.0,6.7,16.6,,100,122,2024-2025
2949,169,Gui Santos,PF,22,GSW,10,0,72,6.4,12.1,.529,2.8,7.1,.400,3.5,5.0,.714,2.8,4.3,.667,2.1,6.4,8.5,5.7,2.1,0.7,4.3,7.1,18.5,,114,112,2024-2025
2950,170,Baylor Scheierman,SG,24,BOS,4,0,22,7.2,23.8,.300,4.8,11.9,.400,2.4,11.9,.200,0.0,0.0,0,2.4,7.2,9.5,0.0,0.0,0.0,2.4,4.8,19.1,,81,113,2024-2025
2951,171,Dennis Schröder,PG,31,DET,6,0,164,7.8,16.0,.491,3.0,6.3,.476,4.8,9.6,.500,3.9,4.8,.813,1.2,3.0,4.2,6.6,2.1,0.3,2.1,3.6,22.6,,128,114,2024-2025
2952,172,Alperen Şengün,C,22,HOU,7,7,256,11.9,26.5,.450,0.6,1.6,.375,11.3,24.9,.455,5.1,8.1,.625,4.2,12.5,16.8,7.5,2.6,0.6,3.0,5.3,29.5,,111,107,2024-2025
2953,173,Landry Shamet,SG,27,NYK,11,0,83,5.4,12.1,.450,4.2,9.1,.467,1.2,3.0,.400,0.6,2.4,.250,0.0,2.4,2.4,4.8,0.6,0.0,2.4,3.0,15.7,,112,120,2024-2025
2954,174,Terrence Shannon Jr.,SG,24,MIN,9,0,57,11.5,23.9,.481,2.7,7.1,.375,8.9,16.8,.526,10.6,10.6,1.000,0.9,8.0,8.9,2.7,3.5,0.0,2.7,8.0,36.3,,126,108,2024-2025
2955,175,Ben Sheppard,SG,23,IND,21,0,293,4.0,8.5,.471,2.5,6.4,.395,1.5,2.2,.692,0.7,0.7,1.000,1.3,5.2,6.5,1.3,1.3,0.2,1.8,6.2,11.2,,110,116,2024-2025
2956,176,Reed Sheppard,PG,20,HOU,3,0,10,0.0,10.3,.000,0.0,10.3,.000,0.0,0.0,0,0.0,0.0,0,0.0,5.2,5.2,5.2,10.3,5.2,5.2,5.2,0.0,,21,88,2024-2025
2957,177,Pascal Siakam,PF,30,IND,23,23,771,11.1,21.7,.513,2.2,5.2,.427,8.9,16.5,.541,5.5,7.7,.713,1.9,7.4,9.3,5.0,1.8,1.0,1.9,4.2,30.0,,121,113,2024-2025
2958,178,Ben Simmons,PG,28,LAC,5,0,42,2.5,7.4,.333,0.0,0.0,0,2.5,7.4,.333,0.0,0.0,0,3.7,5.0,8.7,5.0,1.2,5.0,2.5,13.6,5.0,,92,113,2024-2025
2959,179,Jericho Sims,C,26,MIL,5,0,58,5.2,5.2,1.000,0.0,0.0,0,5.2,5.2,1.000,1.7,2.6,.667,9.5,7.7,17.2,0.9,0.0,0.9,4.3,4.3,12.0,,132,122,2024-2025
2960,180,Jabari Smith Jr.,PF,21,HOU,7,0,143,6.2,12.3,.500,3.6,8.0,.455,2.5,4.3,.583,2.9,3.6,.800,2.5,7.2,9.8,1.4,0.4,1.8,3.6,2.2,18.8,,115,115,2024-2025
2961,181,Pat Spencer,PG,28,GSW,8,0,63,13.0,20.3,.640,0.8,2.4,.333,12.2,17.8,.682,2.4,2.4,1.000,4.1,4.9,8.9,4.9,2.4,0.0,4.9,7.3,29.2,,118,114,2024-2025
2962,182,Lamar Stevens,PF,27,MEM,2,0,12,7.9,35.6,.222,0.0,11.9,.000,7.9,23.7,.333,0.0,0.0,0,0.0,15.8,15.8,4.0,0.0,0.0,4.0,4.0,15.8,,49,117,2024-2025
2963,183,Isaiah Stewart,C,23,DET,1,0,19,2.6,5.2,.500,0.0,0.0,0,2.6,5.2,.500,0.0,0.0,0,2.6,10.4,13.0,2.6,0.0,5.2,0.0,13.0,5.2,,137,107,2024-2025
2964,184,Julian Strawther,SG,22,DEN,9,0,88,7.4,17.1,.433,3.4,6.8,.500,4.0,10.3,.389,3.4,4.0,.857,2.3,2.8,5.1,1.1,1.1,0.6,2.8,6.3,21.6,,108,119,2024-2025
2965,185,Max Strus,SF,28,CLE,9,9,253,7.3,17.5,.416,5.1,13.1,.388,2.2,4.3,.500,1.0,1.2,.833,3.1,6.9,10.0,6.9,1.2,0.4,1.4,4.5,20.6,,131,113,2024-2025
2966,186,Jayson Tatum,PF,26,BOS,8,8,322,12.1,28.5,.423,4.7,12.7,.372,7.3,15.8,.464,7.8,8.8,.889,1.5,13.5,15.0,7.0,2.8,1.0,4.2,3.4,36.6,,114,101,2024-2025
2967,187,Amen Thompson,SF,22,HOU,7,7,231,9.4,19.0,.494,0.2,0.9,.250,9.2,18.1,.506,5.6,8.1,.694,4.3,6.5,10.8,5.2,2.7,1.3,2.7,4.0,24.6,,118,110,2024-2025
2968,188,Ausar Thompson,SF,22,DET,6,6,135,8.8,15.4,.571,0.0,0.7,.000,8.8,14.6,.600,7.7,13.2,.583,2.9,8.4,11.3,2.2,2.6,1.8,4.0,9.1,25.2,,109,107,2024-2025
2969,189,Tristan Thompson,C,33,CLE,3,0,29,5.1,10.3,.500,0.0,0.0,0,5.1,10.3,.500,1.7,5.1,.333,3.4,22.2,25.7,1.7,1.7,3.4,3.4,3.4,12.0,,91,100,2024-2025
2970,190,Xavier Tillman Sr.,C,26,BOS,1,0,8,6.6,26.2,.250,0.0,13.1,.000,6.6,13.1,.500,0.0,0.0,0,6.6,13.1,19.7,0.0,0.0,0.0,0.0,0.0,13.1,,72,109,2024-2025
2971,191,Obi Toppin,PF,26,IND,23,0,440,9.2,19.0,.485,2.8,8.7,.321,6.5,10.4,.624,2.8,4.0,.694,1.4,8.3,9.8,3.3,1.7,0.9,2.7,5.0,24.0,,108,112,2024-2025
2972,192,Karl-Anthony Towns,C,29,NYK,18,18,639,10.9,22.4,.488,2.0,5.8,.351,8.9,16.6,.536,6.4,7.6,.845,3.0,13.4,16.4,1.9,1.0,0.9,3.1,6.1,30.3,,116,111,2024-2025
2973,193,Gary Trent Jr.,SG,26,MIL,5,3,171,9.3,18.1,.516,6.4,12.8,.500,2.9,5.3,.556,2.3,2.9,.800,0.3,2.9,3.2,1.8,3.8,0.0,0.9,2.6,27.4,,135,117,2024-2025
2974,194,P.J. Tucker,SF,39,NYK,1,0,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,,,122,2024-2025
2975,195,Myles Turner,C,28,IND,23,23,675,7.7,15.9,.484,2.2,6.5,.344,5.4,9.4,.581,5.4,7.0,.771,2.0,5.9,8.0,2.3,0.9,3.3,2.8,4.9,23.0,,113,113,2024-2025
2976,196,Hunter Tyson,PF,24,DEN,5,0,30,8.4,16.7,.500,1.7,8.4,.200,6.7,8.4,.800,6.7,6.7,1.000,6.7,6.7,13.4,3.3,1.7,0.0,1.7,5.0,25.1,,138,116,2024-2025
2977,197,Jaylon Tyson,SG,22,CLE,4,0,31,11.2,24.0,.467,8.0,14.4,.556,3.2,9.6,.333,8.0,9.6,.833,4.8,6.4,11.2,11.2,3.2,1.6,3.2,6.4,38.4,,145,107,2024-2025
2978,198,Jarred Vanderbilt,PF,25,LAL,5,0,60,1.8,5.3,.333,0.0,0.9,.000,1.8,4.4,.400,2.6,3.5,.750,3.5,13.1,16.6,4.4,2.6,0.9,2.6,7.9,6.1,,103,109,2024-2025
2979,199,Fred VanVleet,PG,30,HOU,7,7,280,7.4,17.2,.430,5.0,11.5,.435,2.4,5.7,.419,4.4,4.4,1.000,0.6,4.8,5.4,5.7,1.3,0.4,2.4,3.0,24.2,,129,116,2024-2025
2980,200,Gabe Vincent,PG,28,LAL,5,0,99,2.7,7.4,.357,2.1,6.9,.308,0.5,0.5,1.000,0.0,0.0,0,0.0,2.7,2.7,2.7,0.5,1.1,0.5,4.2,7.4,,108,122,2024-2025
2981,201,Dean Wade,PF,28,CLE,9,1,142,2.1,6.3,.333,1.0,4.9,.214,1.0,1.4,.750,0.0,0.0,0,3.5,9.8,13.3,2.1,1.0,0.3,1.0,3.5,5.2,,111,112,2024-2025
2982,202,Franz Wagner,SF,23,ORL,5,5,195,13.8,31.1,.443,1.9,10.0,.189,11.9,21.1,.564,5.4,7.0,.769,0.8,5.7,6.5,7.6,1.6,0.5,2.7,4.3,34.9,,108,118,2024-2025
2983,203,Jarace Walker,PF,21,IND,12,0,117,5.4,14.2,.382,3.3,8.4,.400,2.1,5.9,.357,0.8,1.7,.500,0.8,8.0,8.8,3.3,0.8,0.8,2.9,4.2,15.1,,93,115,2024-2025
2984,204,Cason Wallace,SG,21,OKC,23,3,516,4.8,11.2,.429,1.9,5.8,.323,2.9,5.4,.544,0.6,0.8,.667,2.2,3.6,5.7,4.5,3.0,0.9,1.5,4.8,12.0,,114,108,2024-2025
2985,205,Jordan Walsh,PF,20,BOS,5,0,15,0.0,3.5,.000,0.0,3.5,.000,0.0,0.0,0,0.0,0.0,0,0.0,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,,61,116,2024-2025
2986,206,Kel'el Ware,C,20,MIA,4,4,73,5.7,12.9,.444,2.2,7.9,.273,3.6,5.0,.714,0.0,0.0,0,2.9,10.8,13.6,2.9,0.7,1.4,1.4,2.2,13.6,,111,134,2024-2025
2987,207,Peyton Watson,SF,22,DEN,14,0,199,6.0,14.9,.407,1.8,4.8,.368,4.3,10.1,.425,2.0,4.0,.500,3.5,6.8,10.3,1.0,2.8,2.3,2.0,5.3,15.9,,99,111,2024-2025
2988,208,Russell Westbrook,PG,36,DEN,13,0,313,8.3,21.3,.391,3.2,10.1,.317,5.1,11.2,.457,4.5,6.4,.700,3.0,4.6,7.7,5.4,1.9,0.2,4.8,6.6,24.3,,100,117,2024-2025
2989,209,Derrick White,SG,30,BOS,11,11,415,8.6,18.6,.463,5.1,13.1,.385,3.5,5.4,.651,3.9,4.5,.861,1.8,5.3,7.1,4.9,0.9,1.5,1.6,2.8,26.2,,132,111,2024-2025
2990,210,Cam Whitmore,SF,20,HOU,3,0,5,0.0,20.7,.000,0.0,10.3,.000,0.0,10.3,.000,0.0,0.0,0,0.0,10.3,10.3,0.0,0.0,0.0,0.0,0.0,0.0,,0,116,2024-2025
2991,211,Aaron Wiggins,SG,26,OKC,22,0,303,7.5,19.1,.395,4.0,11.0,.362,3.5,8.0,.440,2.1,2.7,.765,2.2,5.8,8.0,3.2,1.6,1.0,2.7,3.7,21.1,,104,109,2024-2025
2992,212,Andrew Wiggins,SF,29,MIA,4,4,122,6.9,18.5,.372,3.0,8.6,.350,3.9,9.9,.391,3.0,4.3,.700,1.7,3.9,5.6,3.9,0.4,2.1,4.7,2.6,19.7,,90,138,2024-2025
2993,213,Jalen Williams,SG,23,OKC,23,23,796,10.8,24.1,.449,2.1,7.0,.304,8.7,17.1,.509,6.2,7.8,.789,1.5,6.3,7.7,6.8,2.0,0.5,2.5,3.0,30.0,,115,109,2024-2025
2994,214,Jaylin Williams,PF,22,OKC,17,0,141,5.2,12.0,.429,3.1,8.6,.360,2.1,3.4,.600,2.1,3.8,.545,1.4,9.6,11.0,5.8,2.8,0.7,4.1,10.7,15.5,,102,104,2024-2025
2995,215,Kenrich Williams,PF,30,OKC,16,0,137,5.7,14.2,.400,1.4,7.1,.200,4.2,7.1,.600,1.1,2.1,.500,2.8,9.6,12.4,2.5,2.5,0.4,2.5,2.1,13.8,,95,105,2024-2025
2996,216,Nate Williams,SG,25,HOU,3,0,5,0.0,10.3,.000,0.0,10.3,.000,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,10.3,0.0,,0,122,2024-2025
2997,217,Vince Williams Jr.,SG,24,MEM,3,0,38,5.0,8.7,.571,5.0,8.7,.571,0.0,0.0,0,2.5,2.5,1.000,1.2,7.5,8.7,5.0,2.5,1.2,3.7,3.7,17.5,,132,116,2024-2025
2998,218,Delon Wright,PG,32,NYK,6,0,48,2.1,9.4,.222,1.0,6.3,.167,1.0,3.1,.333,2.1,2.1,1.000,1.0,1.0,2.1,5.2,3.1,1.0,1.0,0.0,7.3,,97,114,2024-2025
2999,219,Ivica Zubac,C,27,LAC,7,7,256,11.0,16.7,.659,0.0,0.0,0,11.0,16.7,.659,2.8,5.3,.538,5.5,8.9,14.4,3.3,1.0,1.4,2.2,3.9,24.8,,129,115,2024-2025
3000,1,Nickeil Alexander-Walker,SG,27,ATL,6,6,213,6.3,16.6,.380,4.2,10.0,.419,2.1,6.5,.321,2.3,3.5,.667,0.7,2.6,3.3,3.7,0.7,1.2,4.0,2.8,19.1,,93,126,2025-2026
3001,2,Grayson Allen,SG,30,PHO,2,0,38,8.0,17.3,.462,5.3,14.6,.364,2.7,2.7,1.000,4.0,5.3,.750,1.3,4.0,5.3,5.3,0.0,2.7,0.0,4.0,25.2,,146,132,2025-2026
3002,3,Jarrett Allen,C,27,CLE,18,18,529,8.3,13.1,.635,0.0,0.0,0,8.3,13.1,.635,5.2,9.1,.579,5.4,6.9,12.3,1.8,1.7,3.0,1.6,3.4,21.8,,132,112,2025-2026
3003,4,Jose Alvarado,PG,27,NYK,18,0,170,8.6,19.8,.433,3.5,10.0,.353,5.0,9.7,.515,1.5,1.8,.833,0.6,6.8,7.4,6.2,3.0,0.6,3.0,6.2,22.1,,109,103,2025-2026
3004,5,Kyle Anderson,SF,32,MIN,8,0,61,4.7,13.4,.353,0.0,0.8,.000,4.7,12.6,.375,2.4,6.3,.375,1.6,3.9,5.5,11.8,1.6,0.0,4.7,4.7,11.8,,85,116,2025-2026
3005,6,OG Anunoby,PF,28,NYK,17,17,586,9.5,17.0,.561,3.8,7.7,.489,5.7,9.2,.620,6.5,7.6,.854,1.3,7.9,9.2,2.4,2.2,1.6,0.9,3.9,29.3,,147,103,2025-2026
3006,7,Deni Avdija,SF,25,POR,5,5,174,10.1,22.4,.449,2.0,5.8,.350,8.1,16.7,.483,9.8,13.5,.723,0.9,7.8,8.6,6.6,0.6,0.9,4.9,5.5,31.9,,108,119,2025-2026
3007,8,Deandre Ayton,C,27,LAL,10,10,285,8.3,15.2,.548,0.0,0.0,0,8.3,15.2,.548,1.5,2.4,.615,6.7,10.7,17.4,1.6,0.4,1.5,2.4,5.1,18.1,,114,113,2025-2026
3008,9,Paolo Banchero,PF,23,ORL,7,7,273,11.1,26.4,.420,2.6,7.7,.333,8.5,18.6,.455,9.2,13.6,.676,1.7,10.0,11.6,8.1,1.8,0.9,4.4,3.3,33.9,,106,106,2025-2026
3009,10,Desmond Bane,SG,27,ORL,7,7,253,8.6,21.9,.391,5.0,11.5,.431,3.6,10.3,.346,3.2,4.0,.800,2.0,4.6,6.6,2.6,2.6,0.4,2.2,5.6,25.3,,107,109,2025-2026
3010,11,Dalano Banton,PG,26,BOS,2,0,4,12.8,12.8,1.000,0.0,0.0,0,12.8,12.8,1.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,,200,119,2025-2026
